Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
May 31 2021,Yamhill,OR,Passenger,1,0,1,41,42,2.38
July 31 2022,Washtenaw,MI,Passenger,0,1,1,28,29,3.45
October 31 2020,Larimer,CO,Passenger,1,0,1,50,51,1.96
December 31 2017,Manassas,VA,Passenger,0,1,1,9,10,10.00
December 31 2020,Benton,WA,Truck,0,0,0,43207,43207,0.00
November 30 2021,Snohomish,WA,Truck,2,0,2,125649,125651,0.00
June 30 2018,Island,WA,Passenger,197,189,386,62508,62894,0.61
February 29 2020,Fort Bend,TX,Passenger,1,0,1,49,50,2.00
August 31 2021,Prince William,VA,Passenger,1,2,3,212,215,1.40
July 31 2019,Montgomery,TX,Passenger,1,0,1,64,65,1.54
September 30 2022,Bexar,TX,Passenger,4,3,7,442,449,1.56
November 30 2018,Frederick,MD,Passenger,0,1,1,82,83,1.20
November 30 2020,Jefferson,WA,Passenger,276,153,429,24717,25146,1.71
May 31 2017,Cumberland,NC,Passenger,1,0,1,597,598,0.17
February 28 2021,Prince William,VA,Passenger,1,2,3,219,222,1.35
December 31 2021,Honolulu,HI,Passenger,4,4,8,385,393,2.04
June 30 2023,Skagit,WA,Passenger,1107,414,1521,88916,90437,1.68
November 30 2018,Kittitas,WA,Passenger,61,34,95,29287,29382,0.32
February 28 2019,Fairfax,VA,Passenger,4,2,6,806,812,0.74
August 31 2023,Spokane,WA,Truck,41,0,41,101676,101717,0.04
April 30 2018,Los Angeles,CA,Passenger,4,4,8,1198,1206,0.66
September 30 2021,Santa Cruz,CA,Passenger,1,0,1,28,29,3.45
March 31 2022,Wichita,TX,Passenger,1,0,1,42,43,2.33
September 30 2019,Shasta,CA,Passenger,1,0,1,43,44,2.27
July 31 2023,St. Louis,MO,Passenger,1,0,1,49,50,2.00
December 31 2019,San Diego,CA,Passenger,10,4,14,2788,2802,0.50
December 31 2020,Harris,TX,Passenger,1,1,2,239,241,0.83
August 31 2023,Miami-Dade,FL,Passenger,1,0,1,53,54,1.85
August 31 2017,Montgomery,MD,Passenger,1,0,1,309,310,0.32
October 31 2017,Pend Oreille,WA,Passenger,3,4,7,9373,9380,0.07
September 30 2021,Clark,WA,Passenger,3150,1484,4634,321658,326292,1.42
May 31 2019,District of Columbia,DC,Passenger,1,1,2,203,205,0.98
April 30 2023,Essex,MA,Passenger,1,0,1,15,16,6.25
September 30 2021,Multnomah,OR,Passenger,2,6,8,653,661,1.21
June 30 2018,Nassau,NY,Passenger,2,0,2,39,41,4.88
December 31 2021,Wilson,NC,Passenger,1,0,1,0,1,100.00
December 31 2023,Wilson,TX,Passenger,0,1,1,3,4,25.00
January 31 2024,New London,CT,Passenger,1,2,3,140,143,2.10
August 31 2019,Riverside,CA,Passenger,3,2,5,652,657,0.76
October 31 2018,Orange,CA,Passenger,5,1,6,567,573,1.05
October 31 2018,Honolulu,HI,Passenger,1,2,3,527,530,0.57
July 31 2020,Monterey,CA,Passenger,0,1,1,168,169,0.59
June 30 2020,Pacific,WA,Passenger,33,33,66,15749,15815,0.42
July 31 2021,Onslow,NC,Passenger,0,1,1,182,183,0.55
July 31 2023,Hennepin,MN,Passenger,1,0,1,34,35,2.86
September 30 2021,Nueces,TX,Passenger,1,0,1,66,67,1.49
September 30 2021,Yavapai,AZ,Passenger,0,1,1,42,43,2.33
February 28 2022,Powhatan,VA,Passenger,1,0,1,1,2,50.00
February 28 2021,King,WA,Truck,6,1,7,184280,184287,0.00
September 30 2018,Duval,FL,Passenger,1,2,3,387,390,0.77
November 30 2017,Pierce,WA,Passenger,1050,942,1992,525930,527922,0.38
August 31 2022,Columbia,WA,Truck,0,0,0,1573,1573,0.00
August 31 2020,Williams,ND,Passenger,0,1,1,11,12,8.33
October 31 2021,Columbia,WA,Passenger,7,2,9,2437,2446,0.37
September 30 2019,Ventura,CA,Passenger,0,2,2,311,313,0.64
August 31 2022,Coryell,TX,Passenger,1,0,1,94,95,1.05
November 30 2019,Dallas,TX,Passenger,1,0,1,213,214,0.47
April 30 2018,Prince George,VA,Passenger,0,1,1,73,74,1.35
February 28 2018,Portsmouth,VA,Passenger,0,1,1,71,72,1.39
January 31 2018,Sedgwick,KS,Passenger,0,1,1,108,109,0.92
February 28 2022,Palm Beach,FL,Passenger,0,1,1,54,55,1.82
August 31 2017,Wahkiakum,WA,Truck,0,0,0,1655,1655,0.00
January 31 2017,San Mateo,CA,Passenger,0,1,1,178,179,0.56
August 31 2022,Douglas,NE,Passenger,1,2,3,40,43,6.98
May 31 2022,Pulaski,MO,Passenger,1,0,1,116,117,0.85
April 30 2020,Whatcom,WA,Passenger,1058,490,1548,150093,151641,1.02
November 30 2022,Arlington,VA,Passenger,1,0,1,116,117,0.85
January 31 2018,Hardin,KY,Passenger,0,1,1,114,115,0.87
July 31 2020,Albemarle,VA,Passenger,1,0,1,22,23,4.35
April 30 2021,Carroll,MD,Passenger,0,1,1,17,18,5.56
July 31 2018,Queens,NY,Passenger,1,0,1,62,63,1.59
May 31 2020,Lake,FL,Passenger,1,0,1,22,23,4.35
February 28 2023,Stevens,WA,Truck,2,0,2,18764,18766,0.01
September 30 2021,Wahkiakum,WA,Truck,0,0,0,1814,1814,0.00
August 31 2017,Saratoga,NY,Passenger,1,1,2,71,73,2.74
July 31 2019,DeKalb,IN,Passenger,1,0,1,1,2,50.00
February 28 2021,Franklin,WA,Truck,0,0,0,20507,20507,0.00
January 31 2018,Fairfax,VA,Passenger,3,2,5,824,829,0.60
January 31 2019,Travis,TX,Passenger,3,1,4,212,216,1.85
February 28 2023,Island,WA,Truck,20,0,20,21080,21100,0.09
August 31 2021,Orange,FL,Passenger,2,0,2,117,119,1.68
December 31 2018,Cumberland,NC,Passenger,0,1,1,537,538,0.19
June 30 2022,Island,WA,Truck,4,0,4,21347,21351,0.02
March 31 2021,King,WA,Passenger,28516,8565,37081,1364532,1401613,2.65
May 31 2019,Bucks,PA,Passenger,1,0,1,20,21,4.76
September 30 2022,Sumter,SC,Passenger,0,1,1,35,36,2.78
September 30 2018,Frederick,MD,Passenger,0,1,1,87,88,1.14
September 30 2021,Sumter,SC,Passenger,0,1,1,35,36,2.78
October 31 2018,DeKalb,IN,Passenger,1,0,1,1,2,50.00
December 31 2022,Danville,VA,Passenger,1,0,1,0,1,100.00
December 31 2020,Chelan,WA,Passenger,278,88,366,54496,54862,0.67
December 31 2020,Stevens,WA,Passenger,36,40,76,30215,30291,0.25
April 30 2021,Adams,WA,Truck,0,0,0,5405,5405,0.00
July 31 2019,Prince George's,MD,Passenger,1,1,2,179,181,1.10
July 31 2020,Walla Walla,WA,Passenger,77,65,142,35896,36038,0.39
February 28 2021,Miami-Dade,FL,Passenger,1,0,1,97,98,1.02
July 31 2021,Douglas,WA,Passenger,100,51,151,28501,28652,0.53
September 30 2019,Chelan,WA,Passenger,174,71,245,54505,54750,0.45
July 31 2019,Riverside,CA,Passenger,3,2,5,652,657,0.76
March 31 2017,Missoula,MT,Passenger,1,0,1,80,81,1.23
July 31 2017,Collin,TX,Passenger,0,1,1,146,147,0.68
October 31 2023,Essex,NJ,Passenger,2,0,2,6,8,25.00
December 31 2023,Lee,AL,Passenger,1,0,1,11,12,8.33
April 30 2017,Island,WA,Truck,0,0,0,20521,20521,0.00
March 31 2020,Klickitat,WA,Passenger,51,41,92,15594,15686,0.59
November 30 2018,Lane,OR,Passenger,0,1,1,179,180,0.56
February 29 2020,Brevard,FL,Passenger,0,1,1,91,92,1.09
December 31 2019,Bucks,PA,Passenger,1,0,1,23,24,4.17
December 31 2021,El Paso,TX,Passenger,2,0,2,369,371,0.54
September 30 2019,Dallas,TX,Passenger,1,0,1,214,215,0.47
January 31 2020,Rockingham,NH,Passenger,1,0,1,28,29,3.45
October 31 2019,Alexandria,VA,Passenger,1,0,1,142,143,0.70
July 31 2019,Boulder,CO,Passenger,1,0,1,49,50,2.00
September 30 2018,Oldham,KY,Passenger,0,1,1,5,6,16.67
June 30 2023,St. Louis,MN,Passenger,0,1,1,7,8,12.50
September 30 2022,Eagle,CO,Passenger,1,0,1,8,9,11.11
January 31 2023,Mason,WA,Truck,8,0,8,20874,20882,0.04
July 31 2020,Jefferson,WA,Truck,0,0,0,9540,9540,0.00
May 31 2023,Okanogan,WA,Truck,7,0,7,16487,16494,0.04
January 31 2019,Kitsap,WA,Truck,1,0,1,53725,53726,0.00
May 31 2022,Ferry,WA,Passenger,20,4,24,4434,4458,0.54
October 31 2019,Tarrant,TX,Passenger,3,0,3,204,207,1.45
January 31 2017,Marion,OR,Passenger,1,0,1,242,243,0.41
January 31 2023,Yavapai,AZ,Passenger,0,1,1,23,24,4.17
April 30 2019,Clay,FL,Passenger,0,1,1,86,87,1.15
November 30 2019,Alexandria,VA,Passenger,1,0,1,143,144,0.69
January 31 2021,Williams,ND,Passenger,0,1,1,10,11,9.09
July 31 2023,York,VA,Passenger,1,0,1,74,75,1.33
March 31 2018,Montgomery,PA,Passenger,1,0,1,35,36,2.78
July 31 2021,Palm Beach,FL,Passenger,0,1,1,69,70,1.43
November 30 2020,RÃ­o Grande,PR,Passenger,1,0,1,1,2,50.00
December 31 2023,Harford,MD,Passenger,1,1,2,40,42,4.76
April 30 2022,Dorchester,SC,Passenger,1,0,1,69,70,1.43
December 31 2023,Cumberland,NC,Passenger,1,3,4,280,284,1.41
December 31 2017,Ventura,CA,Passenger,0,1,1,334,335,0.30
February 28 2022,Grant,WA,Truck,0,0,0,27998,27998,0.00
September 30 2022,Travis,TX,Passenger,2,0,2,111,113,1.77
June 30 2021,Shelby,OH,Passenger,0,1,1,2,3,33.33
November 30 2022,Sevier,AR,Passenger,0,1,1,0,1,100.00
May 31 2021,El Dorado,CA,Passenger,1,0,1,33,34,2.94
September 30 2017,Ferry,WA,Truck,0,0,0,3540,3540,0.00
July 31 2022,Harford,MD,Passenger,1,1,2,47,49,4.08
July 31 2018,Jefferson,WA,Passenger,147,99,246,24579,24825,0.99
August 31 2021,Honolulu,HI,Passenger,5,3,8,402,410,1.95
July 31 2022,Camden,NJ,Passenger,0,1,1,13,14,7.14
November 30 2023,Williamson,TX,Passenger,0,1,1,36,37,2.70
March 31 2017,Montgomery,TN,Passenger,1,0,1,288,289,0.35
January 31 2023,Whatcom,WA,Truck,37,0,37,42978,43015,0.09
October 31 2018,Island,WA,Truck,0,0,0,21118,21118,0.00
April 30 2018,Beaufort,SC,Passenger,1,0,1,40,41,2.44
February 28 2019,Whitman,WA,Passenger,25,40,65,22750,22815,0.28
May 31 2023,New London,CT,Passenger,1,2,3,172,175,1.71
October 31 2023,Wake,NC,Passenger,1,0,1,70,71,1.41
January 31 2023,Ventura,CA,Passenger,3,2,5,220,225,2.22
August 31 2022,Arapahoe,CO,Passenger,0,1,1,86,87,1.15
May 31 2019,Collier,FL,Passenger,1,0,1,19,20,5.00
June 30 2018,Stevens,WA,Passenger,11,25,36,31631,31667,0.11
October 31 2022,Okanogan,WA,Truck,1,0,1,16460,16461,0.01
July 31 2023,San Juan,WA,Passenger,626,174,800,13777,14577,5.49
October 31 2020,Whatcom,WA,Truck,3,0,3,43456,43459,0.01
September 30 2022,Fairfax,VA,Passenger,7,3,10,626,636,1.57
December 31 2022,Pierce,WA,Truck,82,0,82,139481,139563,0.06
March 31 2021,Clark,WA,Truck,0,0,0,83820,83820,0.00
August 31 2017,Skamania,WA,Passenger,10,7,17,8569,8586,0.20
October 31 2020,,,Passenger,5,1,6,365,371,1.62
February 29 2020,District of Columbia,DC,Passenger,1,1,2,203,205,0.98
November 30 2023,Autauga,AL,Passenger,2,0,2,11,13,15.38
January 31 2022,Shelby,OH,Passenger,0,1,1,3,4,25.00
February 28 2021,Boulder,CO,Passenger,1,1,2,48,50,4.00
December 31 2020,San Joaquin,CA,Passenger,1,0,1,114,115,0.87
March 31 2019,Cook,IL,Passenger,1,0,1,250,251,0.40
October 31 2017,Dakota,MN,Passenger,0,2,2,39,41,4.88
April 30 2022,Kittitas,WA,Truck,0,0,0,14714,14714,0.00
February 28 2019,Chelan,WA,Passenger,145,66,211,54158,54369,0.39
February 29 2020,Clark,WA,Passenger,1970,1058,3028,320490,323518,0.94
February 29 2020,Franklin,WA,Truck,0,0,0,19893,19893,0.00
February 29 2020,Norfolk,VA,Passenger,2,2,4,350,354,1.13
November 30 2023,Nueces,TX,Passenger,1,1,2,43,45,4.44
October 31 2019,Owyhee,ID,Passenger,1,0,1,3,4,25.00
December 31 2020,Bartow,GA,Passenger,0,1,1,5,6,16.67
April 30 2017,DeKalb,IN,Passenger,1,0,1,1,2,50.00
October 31 2020,Mason,WA,Truck,0,0,0,20827,20827,0.00
September 30 2017,New London,CT,Passenger,1,0,1,246,247,0.40
August 31 2021,King,WA,Truck,5,1,6,184002,184008,0.00
November 30 2022,Bell,TX,Passenger,1,0,1,309,310,0.32
April 30 2021,Goochland,VA,Passenger,4,2,6,241,247,2.43
July 31 2023,Miami-Dade,FL,Passenger,1,0,1,53,54,1.85
June 30 2018,Allegheny,PA,Passenger,1,0,1,82,83,1.20
May 31 2017,Sedgwick,KS,Passenger,0,1,1,110,111,0.90
August 31 2017,Hamilton,TN,Passenger,1,0,1,20,21,4.76
August 31 2023,DuPage,IL,Passenger,1,1,2,31,33,6.06
July 31 2023,San Mateo,CA,Passenger,1,0,1,60,61,1.64
February 28 2019,Kittitas,WA,Passenger,73,37,110,29447,29557,0.37
June 30 2019,Solano,CA,Passenger,1,0,1,211,212,0.47
December 31 2018,District of Columbia,DC,Passenger,1,3,4,194,198,2.02
April 30 2020,Henrico,VA,Passenger,0,1,1,19,20,5.00
November 30 2020,Jones,GA,Passenger,1,0,1,1,2,50.00
April 30 2022,Carroll,MD,Passenger,0,1,1,16,17,5.88
December 31 2019,Dallas,IA,Passenger,0,1,1,10,11,9.09
January 31 2024,Jefferson,WA,Passenger,664,275,939,23647,24586,3.82
June 30 2023,Solano,CA,Passenger,5,0,5,138,143,3.50
September 30 2017,Stevens,WA,Passenger,8,22,30,31539,31569,0.10
December 31 2021,Virginia Beach,VA,Passenger,2,0,2,571,573,0.35
September 30 2021,Cowlitz,WA,Truck,0,1,1,29027,29028,0.00
December 31 2019,Goochland,VA,Passenger,2,1,3,268,271,1.11
May 31 2020,Suffolk,VA,Passenger,1,0,1,121,122,0.82
November 30 2018,Broward,FL,Passenger,2,1,3,135,138,2.17
July 31 2021,Frederick,MD,Passenger,1,1,2,68,70,2.86
February 28 2021,Alexandria,VA,Passenger,3,0,3,129,132,2.27
August 31 2021,Philadelphia,PA,Passenger,1,0,1,48,49,2.04
November 30 2021,Shelby,OH,Passenger,0,1,1,3,4,25.00
June 30 2021,Mercer,NJ,Passenger,0,1,1,13,14,7.14
September 30 2019,Valencia,NM,Passenger,1,0,1,8,9,11.11
September 30 2023,Kitsap,WA,Passenger,3608,1404,5012,175065,180077,2.78
March 31 2020,Pinal,AZ,Passenger,1,0,1,194,195,0.51
March 31 2017,Skamania,WA,Passenger,8,8,16,8527,8543,0.19
September 30 2020,Wahkiakum,WA,Passenger,6,6,12,3016,3028,0.40
November 30 2017,Island,WA,Truck,0,0,0,20688,20688,0.00
February 28 2019,Alameda,CA,Passenger,0,2,2,327,329,0.61
September 30 2017,El Paso,CO,Passenger,2,0,2,780,782,0.26
August 31 2018,Prince William,VA,Passenger,0,5,5,259,264,1.89
September 30 2017,Frederick,MD,Passenger,0,1,1,84,85,1.18
August 31 2023,Kauai,HI,Passenger,0,1,1,14,15,6.67
August 31 2018,Nantucket,MA,Passenger,1,0,1,4,5,20.00
September 30 2021,Asotin,WA,Truck,0,0,0,6752,6752,0.00
May 31 2021,Honolulu,HI,Passenger,5,2,7,432,439,1.59
August 31 2020,Howard,MD,Passenger,0,1,1,76,77,1.30
September 30 2018,San Diego,CA,Passenger,8,2,10,2565,2575,0.39
November 30 2022,Lewis,WA,Truck,2,0,2,26306,26308,0.01
January 31 2024,Pinal,AZ,Passenger,1,0,1,59,60,1.67
January 31 2024,Garfield,OK,Passenger,1,0,1,12,13,7.69
April 30 2017,Essex,NJ,Passenger,1,0,1,18,19,5.26
August 31 2022,New Haven,CT,Passenger,0,2,2,31,33,6.06
September 30 2021,Clinton,PA,Passenger,1,0,1,0,1,100.00
December 31 2019,Jefferson,WA,Truck,0,0,0,9645,9645,0.00
November 30 2020,Orange,FL,Passenger,1,0,1,122,123,0.81
January 31 2020,Saginaw,MI,Passenger,1,0,1,12,13,7.69
April 30 2017,Jefferson,NY,Passenger,1,1,2,254,256,0.78
November 30 2023,Palm Beach,FL,Passenger,0,1,1,33,34,2.94
December 31 2022,Sarasota,FL,Passenger,1,0,1,26,27,3.70
January 31 2021,New Haven,CT,Passenger,0,2,2,38,40,5.00
October 31 2022,Wichita,TX,Passenger,2,0,2,39,41,4.88
June 30 2018,Pierce,WA,Passenger,1228,1173,2401,532186,534587,0.45
December 31 2017,Cowlitz,WA,Truck,0,0,0,28148,28148,0.00
May 31 2023,Prince George's,MD,Passenger,2,1,3,116,119,2.52
July 31 2020,Pacific,WA,Passenger,33,33,66,15761,15827,0.42
August 31 2022,Geary,KS,Passenger,1,0,1,83,84,1.19
March 31 2017,Moore,NC,Passenger,0,1,1,208,209,0.48
August 31 2022,El Paso,TX,Passenger,3,0,3,338,341,0.88
October 31 2021,Calvert,MD,Passenger,0,2,2,84,86,2.33
October 31 2022,Essex,NJ,Passenger,2,0,2,11,13,15.38
March 31 2023,Larimer,CO,Passenger,1,0,1,36,37,2.70
January 31 2022,Clark,NV,Passenger,7,2,9,583,592,1.52
December 31 2019,Pend Oreille,WA,Truck,0,0,0,5768,5768,0.00
October 31 2021,Miami-Dade,FL,Passenger,1,0,1,95,96,1.04
August 31 2023,Allen,IN,Passenger,1,0,1,10,11,9.09
September 30 2022,York,VA,Passenger,1,0,1,85,86,1.16
April 30 2017,Shelby,TN,Passenger,0,1,1,112,113,0.88
June 30 2019,Owyhee,ID,Passenger,1,0,1,5,6,16.67
February 28 2021,Randolph,NC,Passenger,1,0,1,7,8,12.50
March 31 2019,Douglas,NE,Passenger,0,1,1,66,67,1.49
January 31 2023,Chesapeake,VA,Passenger,3,2,5,307,312,1.60
September 30 2017,San Juan,WA,Passenger,117,42,159,13675,13834,1.15
July 31 2020,Loudoun,VA,Passenger,1,0,1,82,83,1.20
January 31 2023,Harford,MD,Passenger,1,1,2,42,44,4.55
October 31 2018,Utah,UT,Passenger,0,1,1,143,144,0.69
November 30 2022,Anchorage,AK,Passenger,1,0,1,124,125,0.80
November 30 2018,Camden,NJ,Passenger,0,1,1,26,27,3.70
September 30 2017,Lake,CA,Passenger,0,1,1,12,13,7.69
November 30 2023,Caddo,LA,Passenger,2,0,2,10,12,16.67
December 31 2017,Lewis,WA,Passenger,54,40,94,56568,56662,0.17
June 30 2022,Anne Arundel,MD,Passenger,4,3,7,345,352,1.99
December 31 2021,Walla Walla,WA,Passenger,143,86,229,36368,36597,0.63
April 30 2020,Orange,CA,Passenger,7,2,9,519,528,1.70
March 31 2018,Fairfax,VA,Passenger,3,2,5,828,833,0.60
August 31 2021,Deschutes,OR,Passenger,1,0,1,121,122,0.82
February 28 2019,,,Passenger,3,2,5,417,422,1.18
March 31 2022,Pend Oreille,WA,Truck,0,0,0,5685,5685,0.00
June 30 2021,Tarrant,TX,Passenger,1,0,1,149,150,0.67
March 31 2023,Washington,OR,Passenger,1,0,1,261,262,0.38
June 30 2023,Washoe,NV,Passenger,1,0,1,55,56,1.79
May 31 2022,Middlesex,NJ,Passenger,1,0,1,21,22,4.55
October 31 2019,Bexar,TX,Passenger,0,5,5,670,675,0.74
February 28 2019,Garfield,WA,Truck,0,0,0,960,960,0.00
January 31 2020,Ferry,WA,Truck,0,0,0,3587,3587,0.00
November 30 2017,Fairfax,VA,Passenger,3,2,5,836,841,0.59
September 30 2022,Henrico,VA,Passenger,0,1,1,9,10,10.00
June 30 2023,Santa Cruz,CA,Passenger,1,0,1,19,20,5.00
November 30 2018,Manassas,VA,Passenger,0,1,1,9,10,10.00
August 31 2020,Putnam,TN,Passenger,0,1,1,3,4,25.00
September 30 2017,Tarrant,TX,Passenger,1,0,1,236,237,0.42
January 31 2022,Kittitas,WA,Passenger,216,72,288,29805,30093,0.96
January 31 2023,Kings,CA,Passenger,2,1,3,292,295,1.02
December 31 2022,Snohomish,WA,Passenger,10171,2761,12932,529909,542841,2.38
October 31 2021,Nassau,NY,Passenger,3,0,3,31,34,8.82
October 31 2019,Kent,MI,Passenger,0,1,1,25,26,3.85
November 30 2018,Manatee,FL,Passenger,1,0,1,40,41,2.44
June 30 2022,Fairfax,VA,Passenger,6,3,9,641,650,1.38
September 30 2019,Maui,HI,Passenger,2,0,2,44,46,4.35
November 30 2020,Douglas,WA,Passenger,82,43,125,28124,28249,0.44
January 31 2020,Stevens,WA,Truck,0,0,0,18787,18787,0.00
November 30 2023,Alameda,CA,Passenger,4,1,5,144,149,3.36
June 30 2017,Skamania,WA,Truck,0,0,0,3892,3892,0.00
May 31 2020,Mason,WA,Truck,0,0,0,20501,20501,0.00
February 28 2017,El Paso,CO,Passenger,1,1,2,846,848,0.24
June 30 2021,Kittitas,WA,Passenger,160,67,227,29981,30208,0.75
February 28 2022,Charles,MD,Passenger,0,1,1,65,66,1.52
January 31 2018,Lee,AL,Passenger,1,0,1,35,36,2.78
September 30 2023,Cook,IL,Passenger,3,1,4,139,143,2.80
May 31 2020,Guadalupe,TX,Passenger,1,0,1,69,70,1.43
August 31 2017,Santa Fe,NM,Passenger,0,1,1,43,44,2.27
May 31 2022,Anchorage,AK,Passenger,2,0,2,136,138,1.45
June 30 2017,Pierce,WA,Truck,0,0,0,137519,137519,0.00
January 31 2021,Sedgwick,KS,Passenger,1,1,2,92,94,2.13
September 30 2022,Richland,SC,Passenger,0,1,1,121,122,0.82
February 28 2022,Nueces,TX,Passenger,1,1,2,60,62,3.23
November 30 2018,Pinal,AZ,Passenger,2,0,2,205,207,0.97
May 31 2023,Asotin,WA,Passenger,35,20,55,12400,12455,0.44
October 31 2020,Clackamas,OR,Passenger,2,0,2,185,187,1.07
April 30 2022,Harrison,MS,Passenger,2,0,2,50,52,3.85
October 31 2021,Milwaukee,WI,Passenger,1,0,1,38,39,2.56
March 31 2020,Henrico,VA,Passenger,0,1,1,19,20,5.00
December 31 2019,Cascade,MT,Passenger,0,1,1,59,60,1.67
December 31 2022,Santa Cruz,CA,Passenger,1,0,1,21,22,4.55
January 31 2023,Gwinnett,GA,Passenger,1,0,1,47,48,2.08
June 30 2019,Lee,FL,Passenger,1,0,1,53,54,1.85
April 30 2018,Whatcom,WA,Truck,2,0,2,42121,42123,0.00
March 31 2019,San Juan,WA,Truck,0,0,0,5808,5808,0.00
September 30 2022,Douglas,WA,Passenger,147,61,208,28426,28634,0.73
September 30 2023,Shasta,CA,Passenger,1,0,1,19,20,5.00
November 30 2021,District of Columbia,DC,Passenger,4,0,4,190,194,2.06
April 30 2021,Denver,CO,Passenger,1,0,1,117,118,0.85
July 31 2022,Saratoga,NY,Passenger,1,0,1,44,45,2.22
March 31 2020,Camden,NJ,Passenger,0,2,2,20,22,9.09
November 30 2020,Pierce,WA,Passenger,2759,1755,4514,554646,559160,0.81
October 31 2020,Howard,MD,Passenger,0,1,1,70,71,1.41
September 30 2020,Columbia,WA,Passenger,4,3,7,2422,2429,0.29
August 31 2021,Okanogan,WA,Passenger,66,45,111,26464,26575,0.42
February 28 2023,Ada,ID,Passenger,2,0,2,132,134,1.49
March 31 2019,Randolph,NC,Passenger,1,0,1,6,7,14.29
February 28 2019,DeKalb,IN,Passenger,1,0,1,1,2,50.00
September 30 2018,Santa Clara,CA,Passenger,8,0,8,383,391,2.05
January 31 2017,Pacific,WA,Passenger,5,6,11,15027,15038,0.07
January 31 2017,Garfield,WA,Truck,0,0,0,940,940,0.00
September 30 2023,Monterey,CA,Passenger,1,2,3,113,116,2.59
November 30 2021,Nassau,NY,Passenger,3,0,3,30,33,9.09
December 31 2023,Galveston,TX,Passenger,0,1,1,13,14,7.14
September 30 2022,Grant,WA,Passenger,201,108,309,66701,67010,0.46
July 31 2023,Okanogan,WA,Passenger,129,65,194,26089,26283,0.74
February 29 2020,Harnett,NC,Passenger,1,1,2,213,215,0.93
July 31 2023,Columbia,WA,Passenger,11,1,12,2426,2438,0.49
April 30 2019,Chelan,WA,Truck,0,0,0,22171,22171,0.00
April 30 2023,Harrison,MS,Passenger,1,0,1,35,36,2.78
January 31 2019,Guadalupe,TX,Passenger,1,0,1,82,83,1.20
May 31 2021,Queens,NY,Passenger,2,0,2,53,55,3.64
November 30 2023,Larimer,CO,Passenger,1,0,1,22,23,4.35
December 31 2019,Franklin,WA,Passenger,54,76,130,60968,61098,0.21
September 30 2023,Cumberland,NC,Passenger,1,3,4,300,304,1.32
October 31 2019,Clay,FL,Passenger,0,1,1,87,88,1.14
February 28 2023,Los Angeles,CA,Passenger,5,5,10,704,714,1.40
April 30 2022,Whitman,WA,Truck,0,0,0,8588,8588,0.00
April 30 2023,Ventura,CA,Passenger,3,2,5,214,219,2.28
November 30 2019,RÃ­o Grande,PR,Passenger,1,0,1,1,2,50.00
July 31 2019,Juneau,AK,Passenger,0,2,2,31,33,6.06
September 30 2018,Sacramento,CA,Passenger,0,1,1,321,322,0.31
April 30 2018,Lane,OR,Passenger,0,1,1,194,195,0.51
September 30 2019,Snohomish,WA,Truck,0,0,0,122958,122958,0.00
January 31 2019,Asotin,WA,Truck,0,0,0,6645,6645,0.00
October 31 2022,Placer,CA,Passenger,2,0,2,66,68,2.94
September 30 2023,Skamania,WA,Truck,1,0,1,3787,3788,0.03
January 31 2020,Adams,WA,Passenger,7,7,14,12908,12922,0.11
April 30 2019,San Mateo,CA,Passenger,2,1,3,126,129,2.33
October 31 2019,Douglas,WA,Passenger,63,38,101,28265,28366,0.36
June 30 2021,Cumberland,NC,Passenger,0,2,2,437,439,0.46
December 31 2017,Multnomah,OR,Passenger,3,3,6,884,890,0.67
October 31 2023,Okanogan,WA,Truck,8,0,8,16186,16194,0.05
August 31 2017,Nueces,TX,Passenger,0,1,1,94,95,1.05
November 30 2017,Ventura,CA,Passenger,0,1,1,333,334,0.30
October 31 2022,Garfield,WA,Passenger,1,3,4,1308,1312,0.30
