Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
December 31 2019,Sumter,FL,Passenger,0,1,1,9,10,10.00
October 31 2019,DeKalb,IN,Passenger,1,0,1,1,2,50.00
November 30 2017,Yakima,WA,Passenger,57,73,130,161619,161749,0.08
July 31 2019,Anne Arundel,MD,Passenger,1,1,2,436,438,0.46
September 30 2017,Pend Oreille,WA,Passenger,3,4,7,9373,9380,0.07
December 31 2022,Travis,TX,Passenger,2,0,2,97,99,2.02
November 30 2019,Suffolk,VA,Passenger,1,0,1,123,124,0.81
May 31 2019,Cumberland,NC,Passenger,0,2,2,516,518,0.39
November 30 2019,Benton,WA,Truck,0,0,0,42417,42417,0.00
February 28 2021,Ferry,WA,Truck,0,0,0,3626,3626,0.00
July 31 2021,Howard,MD,Passenger,0,1,1,68,69,1.45
March 31 2023,Yolo,CA,Passenger,1,0,1,26,27,3.70
February 28 2022,Fort Bend,TX,Passenger,1,0,1,33,34,2.94
July 31 2019,Goochland,VA,Passenger,1,1,2,262,264,0.76
August 31 2022,Sedgwick,KS,Passenger,1,1,2,68,70,2.86
February 29 2020,Camden,NJ,Passenger,0,2,2,21,23,8.70
January 31 2021,Larimer,CO,Passenger,1,0,1,52,53,1.89
July 31 2021,Hawaii,HI,Passenger,1,0,1,49,50,2.00
June 30 2018,Garfield,WA,Truck,0,0,0,949,949,0.00
January 31 2019,Washoe,NV,Passenger,2,0,2,112,114,1.75
April 30 2022,Goochland,VA,Passenger,4,2,6,150,156,3.85
February 28 2023,Douglas,NE,Passenger,2,1,3,31,34,8.82
January 31 2022,Lincoln,WA,Passenger,6,17,23,7736,7759,0.30
January 31 2022,Loudoun,VA,Passenger,1,0,1,67,68,1.47
February 28 2021,Carroll,NH,Passenger,0,1,1,5,6,16.67
November 30 2021,Wood,OH,Passenger,0,1,1,7,8,12.50
July 31 2023,Adams,CO,Passenger,1,0,1,18,19,5.26
January 31 2020,Santa Cruz,CA,Passenger,1,0,1,36,37,2.70
July 31 2023,Hamilton,OH,Truck,1,0,1,3,4,25.00
December 31 2019,King,WA,Passenger,21948,7541,29489,1394415,1423904,2.07
January 31 2017,El Paso,TX,Passenger,0,1,1,592,593,0.17
April 30 2018,Howard,MD,Passenger,0,1,1,90,91,1.10
March 31 2019,Okanogan,WA,Truck,0,0,0,16439,16439,0.00
December 31 2021,Adams,WA,Passenger,17,14,31,13073,13104,0.24
May 31 2019,Thurston,WA,Passenger,844,629,1473,197057,198530,0.74
August 31 2019,Clay,FL,Passenger,0,1,1,84,85,1.18
February 29 2020,Pima,AZ,Passenger,3,1,4,379,383,1.04
August 31 2022,Arlington,VA,Passenger,1,0,1,126,127,0.79
February 28 2022,Suffolk,MA,Passenger,0,2,2,26,28,7.14
August 31 2019,Suffolk,MA,Passenger,0,1,1,38,39,2.56
July 31 2023,Burlington,NJ,Passenger,2,2,4,88,92,4.35
June 30 2022,Alexandria,VA,Passenger,4,0,4,108,112,3.57
February 28 2021,Shelby,OH,Passenger,0,1,1,2,3,33.33
September 30 2022,Eau Claire,WI,Passenger,1,0,1,1,2,50.00
February 28 2019,Bergen,NJ,Passenger,1,0,1,26,27,3.70
April 30 2019,Jefferson,WA,Truck,0,0,0,9649,9649,0.00
September 30 2022,Island,WA,Truck,10,0,10,21249,21259,0.05
January 31 2020,Okanogan,WA,Passenger,32,30,62,26215,26277,0.24
June 30 2019,Palm Beach,FL,Passenger,0,2,2,84,86,2.33
May 31 2019,DeKalb,GA,Passenger,1,0,1,81,82,1.22
October 31 2023,Brevard,FL,Passenger,1,0,1,48,49,2.04
July 31 2023,Madison,IL,Passenger,2,0,2,14,16,12.50
January 31 2019,Whitman,WA,Truck,0,0,0,8515,8515,0.00
January 31 2019,Clallam,WA,Passenger,152,128,280,50405,50685,0.55
February 28 2021,Sedgwick,KS,Passenger,1,1,2,92,94,2.13
January 31 2022,Hillsborough,FL,Passenger,0,2,2,136,138,1.45
February 28 2018,Deschutes,OR,Passenger,1,0,1,182,183,0.55
July 31 2020,Harris,TX,Passenger,1,0,1,243,244,0.41
December 31 2022,Allegheny,PA,Passenger,1,0,1,60,61,1.64
May 31 2019,Albemarle,VA,Passenger,1,0,1,25,26,3.85
July 31 2020,Wilson,TX,Passenger,0,1,1,6,7,14.29
June 30 2018,Manatee,FL,Passenger,1,0,1,38,39,2.56
November 30 2023,Garfield,WA,Passenger,0,3,3,1297,1300,0.23
March 31 2022,Ferry,WA,Truck,0,0,0,3570,3570,0.00
September 30 2022,Monterey,CA,Passenger,1,2,3,134,137,2.19
March 31 2020,Suffolk,VA,Passenger,1,0,1,123,124,0.81
February 28 2017,Lincoln,WA,Passenger,2,4,6,7509,7515,0.08
December 31 2018,Marion,IN,Passenger,1,0,1,121,122,0.82
May 31 2020,Honolulu,HI,Passenger,4,2,6,470,476,1.26
January 31 2019,Manatee,FL,Passenger,1,0,1,37,38,2.63
November 30 2023,Lake,IL,Passenger,5,0,5,115,120,4.17
December 31 2022,Shasta,CA,Passenger,1,0,1,25,26,3.85
September 30 2022,Essex,MA,Passenger,1,0,1,17,18,5.56
April 30 2023,Albemarle,VA,Passenger,2,0,2,16,18,11.11
October 31 2020,Clark,WA,Passenger,2212,1121,3333,318759,322092,1.03
August 31 2019,Douglas,WA,Truck,0,0,0,12260,12260,0.00
May 31 2023,Walla Walla,WA,Passenger,215,114,329,35469,35798,0.92
September 30 2018,Bexar,TX,Passenger,3,4,7,738,745,0.94
October 31 2017,Tarrant,TX,Passenger,1,0,1,229,230,0.43
December 31 2022,New London,CT,Passenger,2,2,4,185,189,2.12
October 31 2020,Klickitat,WA,Truck,0,0,0,8086,8086,0.00
December 31 2018,Chelan,WA,Truck,0,0,0,22050,22050,0.00
September 30 2021,Arlington,VA,Passenger,1,1,2,137,139,1.44
July 31 2019,Pima,AZ,Passenger,0,1,1,408,409,0.24
October 31 2020,Rockingham,NH,Passenger,1,0,1,23,24,4.17
February 28 2021,Kings,NY,Passenger,1,0,1,66,67,1.49
November 30 2020,Lake,FL,Passenger,1,0,1,23,24,4.17
January 31 2024,Yakima,WA,Passenger,651,301,952,161888,162840,0.58
July 31 2020,Pierce,WA,Passenger,2467,1696,4163,551233,555396,0.75
September 30 2021,St. Louis,MO,Passenger,1,0,1,82,83,1.20
March 31 2023,New London,CT,Passenger,1,2,3,177,180,1.67
July 31 2018,Kittitas,WA,Truck,0,0,0,14056,14056,0.00
August 31 2020,Columbia,WA,Passenger,3,3,6,2424,2430,0.25
May 31 2021,Klickitat,WA,Truck,0,0,0,8258,8258,0.00
August 31 2018,Cumberland,NC,Passenger,0,1,1,549,550,0.18
July 31 2018,Maricopa,AZ,Passenger,2,2,4,1618,1622,0.25
July 31 2023,Orange,CA,Passenger,8,3,11,319,330,3.33
November 30 2023,Anne Arundel,MD,Passenger,6,3,9,270,279,3.23
January 31 2024,Hillsborough,FL,Passenger,1,2,3,73,76,3.95
October 31 2023,Pend Oreille,WA,Truck,0,0,0,5560,5560,0.00
September 30 2023,Charles,MD,Passenger,1,1,2,52,54,3.70
April 30 2019,Walla Walla,WA,Passenger,46,57,103,36133,36236,0.28
April 30 2017,Asotin,WA,Passenger,6,2,8,12338,12346,0.06
August 31 2018,Mason,WA,Truck,0,0,0,20078,20078,0.00
May 31 2017,Polk,FL,Passenger,1,0,1,67,68,1.47
July 31 2020,Columbia,OR,Passenger,1,0,1,28,29,3.45
March 31 2019,Brevard,FL,Passenger,0,1,1,90,91,1.10
January 31 2021,Salt Lake,UT,Passenger,0,1,1,181,182,0.55
February 28 2019,Hardin,KY,Passenger,0,1,1,101,102,0.98
June 30 2022,Allegheny,PA,Passenger,1,1,2,62,64,3.12
June 30 2021,Carson City,NV,Passenger,1,0,1,11,12,8.33
February 28 2023,Salt Lake,UT,Passenger,0,1,1,119,120,0.83
January 31 2023,Newport News,VA,Passenger,1,0,1,106,107,0.93
June 30 2019,Washtenaw,MI,Passenger,1,0,1,40,41,2.44
April 30 2017,Carroll,NH,Passenger,0,1,1,0,1,100.00
June 30 2022,Los Angeles,CA,Passenger,6,8,14,808,822,1.70
August 31 2019,Williamson,TX,Passenger,0,2,2,152,154,1.30
October 31 2020,King,WA,Truck,5,1,6,184026,184032,0.00
April 30 2023,Pend Oreille,WA,Truck,0,0,0,5625,5625,0.00
May 31 2023,Anne Arundel,MD,Passenger,5,3,8,296,304,2.63
May 31 2021,Skagit,WA,Passenger,577,265,842,91929,92771,0.91
September 30 2021,Stevens,WA,Passenger,51,42,93,30304,30397,0.31
December 31 2021,Loudoun,VA,Passenger,1,0,1,66,67,1.49
October 31 2020,Harris,TX,Passenger,1,0,1,243,244,0.41
November 30 2019,Multnomah,OR,Passenger,4,6,10,744,754,1.33
June 30 2019,Cochise,AZ,Passenger,0,1,1,113,114,0.88
August 31 2021,Kings,NY,Passenger,1,0,1,69,70,1.43
October 31 2019,Boone,MO,Passenger,0,1,1,11,12,8.33
December 31 2022,Lake,IN,Passenger,0,1,1,11,12,8.33
January 31 2023,Sheridan,WY,Passenger,1,0,1,6,7,14.29
January 31 2019,Spokane,WA,Passenger,470,380,850,307562,308412,0.28
April 30 2023,Alameda,CA,Passenger,4,1,5,178,183,2.73
January 31 2020,Whitman,WA,Passenger,42,48,90,22654,22744,0.40
July 31 2020,Chesapeake,VA,Passenger,0,1,1,417,418,0.24
October 31 2022,Orange,FL,Passenger,1,0,1,81,82,1.22
December 31 2020,Tulsa,OK,Passenger,1,1,2,43,45,4.44
May 31 2023,Otero,NM,Passenger,0,1,1,26,27,3.70
January 31 2017,Durham,NC,Passenger,0,1,1,39,40,2.50
April 30 2023,St. Louis,MO,Passenger,1,0,1,56,57,1.75
November 30 2023,El Paso,TX,Passenger,3,0,3,251,254,1.18
May 31 2020,Fresno,CA,Passenger,1,0,1,196,197,0.51
May 31 2017,Skamania,WA,Passenger,9,7,16,8530,8546,0.19
February 29 2020,Goochland,VA,Passenger,2,1,3,268,271,1.11
September 30 2020,Harnett,NC,Passenger,1,0,1,196,197,0.51
August 31 2021,Pend Oreille,WA,Passenger,16,7,23,9240,9263,0.25
May 31 2021,St. Louis,MO,Passenger,1,0,1,85,86,1.16
April 30 2021,Howard,MD,Passenger,0,1,1,72,73,1.37
January 31 2019,Eagle,CO,Passenger,1,0,1,5,6,16.67
February 28 2023,Douglas,WA,Passenger,179,58,237,28597,28834,0.82
July 31 2022,Travis,TX,Passenger,2,0,2,113,115,1.74
October 31 2018,Fairfax,VA,Passenger,2,2,4,814,818,0.49
April 30 2021,Norfolk,VA,Passenger,2,3,5,328,333,1.50
December 31 2021,DeKalb,GA,Passenger,1,0,1,63,64,1.56
November 30 2018,Ramsey,MN,Passenger,1,0,1,42,43,2.33
January 31 2018,Kent,MI,Passenger,0,1,1,35,36,2.78
October 31 2023,Philadelphia,PA,Passenger,1,0,1,31,32,3.12
April 30 2020,Mercer,NJ,Passenger,0,1,1,17,18,5.56
April 30 2019,Virginia Beach,VA,Passenger,1,1,2,698,700,0.29
October 31 2018,Columbia,WA,Truck,0,0,0,1518,1518,0.00
January 31 2019,Garfield,WA,Passenger,1,1,2,1331,1333,0.15
November 30 2020,Skagit,WA,Passenger,481,235,716,91385,92101,0.78
March 31 2019,Maui,HI,Passenger,2,0,2,50,52,3.85
August 31 2022,Bexar,TX,Passenger,4,3,7,453,460,1.52
August 31 2020,Harris,TX,Passenger,1,0,1,239,240,0.42
December 31 2019,New Haven,CT,Passenger,0,2,2,45,47,4.26
December 31 2019,District of Columbia,DC,Passenger,1,1,2,210,212,0.94
June 30 2021,Moore,NC,Passenger,0,1,1,133,134,0.75
April 30 2022,Santa Cruz,CA,Passenger,1,0,1,29,30,3.33
August 31 2021,Sonoma,CA,Passenger,0,1,1,91,92,1.09
August 31 2019,Cowlitz,WA,Passenger,107,108,215,73281,73496,0.29
August 31 2023,Chelan,WA,Passenger,665,174,839,54144,54983,1.53
August 31 2023,Prince George's,MD,Passenger,3,1,4,110,114,3.51
November 30 2021,Clark,WA,Truck,0,0,0,84032,84032,0.00
December 31 2019,Columbia,WA,Truck,0,0,0,1537,1537,0.00
October 31 2019,Kitsap,WA,Truck,1,0,1,54344,54345,0.00
March 31 2018,Montgomery,MD,Passenger,1,0,1,298,299,0.33
February 28 2023,Pulaski,AR,Passenger,3,0,3,22,25,12.00
May 31 2018,Dale,AL,Passenger,0,1,1,57,58,1.72
August 31 2023,Sheridan,WY,Passenger,1,0,1,4,5,20.00
March 31 2020,Yakima,WA,Passenger,125,116,241,165817,166058,0.15
October 31 2023,Walla Walla,WA,Passenger,253,127,380,35234,35614,1.07
December 31 2021,Charleston,SC,Passenger,2,1,3,84,87,3.45
November 30 2017,Jefferson,WA,Truck,0,0,0,9460,9460,0.00
March 31 2017,Pierce,WA,Passenger,876,784,1660,526283,527943,0.31
March 31 2021,Charleston,SC,Passenger,2,0,2,92,94,2.13
July 31 2022,Middlesex,MA,Passenger,2,1,3,84,87,3.45
August 31 2022,Essex,MA,Passenger,1,0,1,18,19,5.26
January 31 2021,Bradley,TN,Passenger,1,0,1,0,1,100.00
February 28 2023,Island,WA,Passenger,975,412,1387,61302,62689,2.21
March 31 2020,Goochland,VA,Passenger,2,1,3,267,270,1.11
October 31 2021,Douglas,CO,Passenger,0,1,1,85,86,1.16
January 31 2023,Sedgwick,KS,Passenger,1,1,2,67,69,2.90
April 30 2019,Montgomery,AL,Passenger,0,1,1,44,45,2.22
November 30 2020,Arlington,VA,Passenger,0,2,2,146,148,1.35
July 31 2021,Thurston,WA,Truck,0,0,0,56465,56465,0.00
August 31 2023,Calvert,MD,Passenger,1,1,2,71,73,2.74
February 28 2018,Mason,WA,Passenger,64,80,144,45043,45187,0.32
October 31 2019,Montgomery,AL,Passenger,0,1,1,39,40,2.50
September 30 2019,Whitman,WA,Truck,0,0,0,8606,8606,0.00
October 31 2021,Columbia,WA,Truck,0,0,0,1536,1536,0.00
December 31 2018,Honolulu,HI,Passenger,1,3,4,526,530,0.75
May 31 2020,Ferry,WA,Passenger,5,3,8,4332,4340,0.18
August 31 2021,Prince George's,MD,Passenger,2,1,3,151,154,1.95
October 31 2019,San Joaquin,CA,Passenger,1,0,1,140,141,0.71
August 31 2021,Pacific,WA,Passenger,48,54,102,16058,16160,0.63
August 31 2018,Spokane,WA,Truck,1,0,1,93016,93017,0.00
August 31 2022,Duval,FL,Passenger,0,2,2,284,286,0.70
December 31 2021,Portsmouth,VA,Passenger,0,1,1,83,84,1.19
March 31 2018,Northampton,PA,Passenger,0,1,1,63,64,1.56
January 31 2018,Madison,ID,Passenger,1,0,1,40,41,2.44
April 30 2023,Houston,GA,Passenger,1,0,1,30,31,3.23
January 31 2022,Hamilton,IN,Passenger,2,0,2,25,27,7.41
October 31 2021,Danville,VA,Passenger,1,0,1,0,1,100.00
November 30 2020,Kittitas,WA,Passenger,125,52,177,29738,29915,0.59
March 31 2019,Multnomah,OR,Passenger,4,5,9,762,771,1.17
December 31 2022,Grant,WA,Truck,4,0,4,28033,28037,0.01
December 31 2021,Clark,NV,Passenger,7,2,9,589,598,1.51
February 28 2022,York,VA,Passenger,1,0,1,96,97,1.03
January 31 2021,Boone,MO,Passenger,0,1,1,11,12,8.33
June 30 2018,Essex,NJ,Passenger,1,0,1,13,14,7.14
February 28 2021,Montgomery,TX,Passenger,1,0,1,52,53,1.89
November 30 2019,Valencia,NM,Passenger,1,0,1,7,8,12.50
April 30 2018,Franklin,WA,Passenger,37,59,96,57398,57494,0.17
January 31 2023,Maricopa,AZ,Passenger,8,4,12,815,827,1.45
October 31 2021,Pinellas,FL,Passenger,0,1,1,99,100,1.00
December 31 2023,Allen,IN,Passenger,1,0,1,9,10,10.00
October 31 2021,Okaloosa,FL,Passenger,0,1,1,119,120,0.83
March 31 2021,Oldham,KY,Passenger,0,1,1,4,5,20.00
October 31 2019,Island,WA,Passenger,362,251,613,63598,64211,0.95
July 31 2017,Snohomish,WA,Passenger,1818,919,2737,513223,515960,0.53
April 30 2017,Stevens,WA,Passenger,8,22,30,31227,31257,0.10
February 28 2019,Clark,NV,Passenger,4,2,6,719,725,0.83
March 31 2017,King,WA,Passenger,9315,3786,13101,1382537,1395638,0.94
December 31 2020,Rockingham,NH,Passenger,1,0,1,22,23,4.35
June 30 2022,Harnett,NC,Passenger,2,0,2,157,159,1.26
April 30 2020,Multnomah,OR,Passenger,4,7,11,740,751,1.46
September 30 2022,Pennington,SD,Passenger,2,0,2,26,28,7.14
December 31 2019,Boulder,CO,Passenger,1,1,2,52,54,3.70
May 31 2023,Burlington,NJ,Passenger,2,2,4,93,97,4.12
March 31 2019,Montgomery,TX,Passenger,2,0,2,66,68,2.94
January 31 2022,Oldham,KY,Passenger,0,1,1,4,5,20.00
July 31 2020,Fulton,GA,Passenger,1,2,3,102,105,2.86
August 31 2018,Grays Harbor,WA,Passenger,54,65,119,46988,47107,0.25
September 30 2021,Pima,AZ,Passenger,1,1,2,277,279,0.72
July 31 2018,Santa Fe,NM,Passenger,0,1,1,44,45,2.22
October 31 2021,Suffolk,MA,Passenger,0,2,2,29,31,6.45
July 31 2018,Cook,IL,Passenger,1,0,1,260,261,0.38
July 31 2018,St. Lucie,FL,Passenger,1,0,1,29,30,3.33
September 30 2023,Hennepin,MN,Passenger,1,0,1,33,34,2.94
August 31 2018,St. Clair,IL,Passenger,0,1,1,159,160,0.62
May 31 2017,Collin,TX,Passenger,0,1,1,145,146,0.68
August 31 2023,Houston,GA,Passenger,1,0,1,30,31,3.23
June 30 2023,New Haven,CT,Passenger,0,2,2,26,28,7.14
January 31 2022,Wichita,TX,Passenger,1,0,1,44,45,2.22
December 31 2021,Fort Bend,TX,Passenger,1,0,1,32,33,3.03
July 31 2023,Charleston,SC,Passenger,1,2,3,53,56,5.36
April 30 2019,Stevens,WA,Passenger,19,27,46,31624,31670,0.15
March 31 2019,Clallam,WA,Passenger,154,129,283,50318,50601,0.56
December 31 2018,Lee,AL,Passenger,1,0,1,36,37,2.70
December 31 2023,Howard,MD,Passenger,0,2,2,51,53,3.77
September 30 2019,Santa Cruz,CA,Passenger,1,0,1,38,39,2.56
June 30 2017,Skamania,WA,Passenger,9,7,16,8564,8580,0.19
February 28 2018,Pacific,WA,Truck,0,0,0,7560,7560,0.00
August 31 2022,Las Animas,CO,Passenger,1,0,1,1,2,50.00
May 31 2022,Williams,ND,Passenger,0,1,1,6,7,14.29
January 31 2017,Okanogan,WA,Truck,0,0,0,16375,16375,0.00
January 31 2023,Ferry,WA,Passenger,24,4,28,4346,4374,0.64
December 31 2022,Monterey,CA,Passenger,1,3,4,136,140,2.86
August 31 2022,Wahkiakum,WA,Passenger,24,12,36,3078,3114,1.16
November 30 2022,Clark,WA,Truck,39,0,39,81993,82032,0.05
February 28 2023,Adams,CO,Passenger,1,0,1,28,29,3.45
January 31 2024,Mason,WA,Passenger,553,230,783,44744,45527,1.72
September 30 2020,Honolulu,HI,Passenger,5,2,7,458,465,1.51
July 31 2023,Suffolk,VA,Passenger,1,0,1,96,97,1.03
January 31 2018,Alameda,CA,Passenger,0,1,1,362,363,0.28
September 30 2023,Las Animas,CO,Passenger,1,0,1,0,1,100.00
December 31 2020,Pierce,WA,Passenger,2825,1770,4595,555364,559959,0.82
November 30 2022,Kittitas,WA,Passenger,296,93,389,29548,29937,1.30
January 31 2022,Montgomery,MD,Passenger,3,2,5,207,212,2.36
December 31 2019,Prince William,VA,Passenger,1,4,5,239,244,2.05
March 31 2021,Suffolk,VA,Passenger,1,0,1,122,123,0.81
February 29 2020,Douglas,WA,Truck,0,0,0,12317,12317,0.00
August 31 2022,Saratoga,NY,Passenger,1,0,1,44,45,2.22
January 31 2021,Chelan,WA,Truck,0,0,0,22835,22835,0.00
May 31 2022,San Joaquin,CA,Passenger,1,1,2,99,101,1.98
October 31 2017,San Mateo,CA,Passenger,0,1,1,151,152,0.66
November 30 2019,Oldham,KY,Passenger,0,1,1,5,6,16.67
April 30 2021,Calvert,MD,Passenger,0,2,2,87,89,2.25
March 31 2022,Okanogan,WA,Truck,0,0,0,16684,16684,0.00
July 31 2023,Skagit,WA,Truck,23,0,23,31829,31852,0.07
May 31 2017,Bexar,TX,Passenger,1,0,1,979,980,0.10
February 28 2019,Maui,HI,Passenger,2,0,2,51,53,3.77
July 31 2019,San Joaquin,CA,Passenger,1,0,1,130,131,0.76
July 31 2023,Multnomah,OR,Passenger,1,2,3,423,426,0.70
August 31 2020,Jefferson,CO,Passenger,0,1,1,56,57,1.75
February 29 2020,Clark,WA,Truck,0,0,0,81966,81966,0.00
November 30 2020,Island,WA,Passenger,480,288,768,62867,63635,1.21
February 28 2021,Walla Walla,WA,Passenger,105,69,174,36124,36298,0.48
June 30 2022,Skagit,WA,Truck,3,0,3,32334,32337,0.01
August 31 2023,New London,CT,Passenger,1,2,3,166,169,1.78
March 31 2020,Prince William,VA,Passenger,2,4,6,232,238,2.52
January 31 2018,Prince George's,MD,Passenger,0,1,1,181,182,0.55
April 30 2021,Leavenworth,KS,Passenger,0,1,1,114,115,0.87
September 30 2019,Jefferson,WA,Passenger,207,126,333,25120,25453,1.31
January 31 2023,Wahkiakum,WA,Passenger,25,15,40,3047,3087,1.30
September 30 2019,Lee,FL,Passenger,1,0,1,51,52,1.92
May 31 2023,Lane,OR,Passenger,0,2,2,78,80,2.50
July 31 2017,Marin,CA,Passenger,1,0,1,57,58,1.72
May 31 2017,Garfield,WA,Truck,0,0,0,931,931,0.00
December 31 2017,Clark,WA,Passenger,851,573,1424,304246,305670,0.47
July 31 2017,Okanogan,WA,Truck,0,0,0,16226,16226,0.00
November 30 2020,Kauai,HI,Passenger,1,0,1,17,18,5.56
July 31 2018,Pierce,WA,Passenger,1262,1194,2456,533417,535873,0.46
December 31 2020,Orange,FL,Passenger,1,0,1,121,122,0.82
February 28 2022,San Luis Obispo,CA,Passenger,1,0,1,62,63,1.59
February 28 2023,Riverside,CA,Passenger,7,0,7,417,424,1.65
February 28 2018,Prince George,VA,Passenger,0,1,1,74,75,1.33
April 30 2021,Putnam,TN,Passenger,0,1,1,1,2,50.00
September 30 2022,Autauga,AL,Passenger,1,0,1,15,16,6.25
February 28 2021,Whitman,WA,Passenger,53,46,99,21838,21937,0.45
November 30 2021,San Diego,CA,Passenger,18,7,25,2546,2571,0.97
February 28 2019,Lee,FL,Passenger,1,0,1,53,54,1.85
January 31 2021,Walla Walla,WA,Truck,0,0,0,13897,13897,0.00
December 31 2021,Burlington,NJ,Passenger,0,1,1,118,119,0.84
October 31 2019,Harrison,MS,Passenger,1,0,1,61,62,1.61
February 28 2023,Columbia,OR,Passenger,1,0,1,13,14,7.14
September 30 2021,Washington,MD,Passenger,2,0,2,11,13,15.38
September 30 2022,Loudoun,VA,Passenger,2,1,3,63,66,4.55
December 31 2017,Lincoln,WA,Truck,0,0,0,4493,4493,0.00
June 30 2021,Stevens,WA,Truck,0,0,0,18944,18944,0.00
July 31 2020,Ferry,WA,Truck,0,0,0,3569,3569,0.00
November 30 2022,Placer,CA,Passenger,2,0,2,67,69,2.90
April 30 2017,Yakima,WA,Passenger,38,54,92,159279,159371,0.06
October 31 2022,Asotin,WA,Passenger,26,19,45,12524,12569,0.36
February 28 2018,Jefferson,NY,Passenger,1,0,1,229,230,0.43
August 31 2019,San Mateo,CA,Passenger,2,1,3,121,124,2.42
September 30 2023,Wahkiakum,WA,Truck,4,0,4,1767,1771,0.23
July 31 2020,St. Louis,MO,Passenger,1,0,1,100,101,0.99
November 30 2020,Dallas,IA,Passenger,0,1,1,10,11,9.09
November 30 2020,Owyhee,ID,Passenger,1,0,1,3,4,25.00
April 30 2023,Larimer,CO,Passenger,1,0,1,35,36,2.78
March 31 2020,Carson City,NV,Passenger,1,0,1,11,12,8.33
February 28 2019,Moore,NC,Passenger,0,1,1,184,185,0.54
November 30 2018,Washoe,NV,Passenger,1,0,1,113,114,0.88
July 31 2022,Whatcom,WA,Passenger,1864,754,2618,148690,151308,1.73
June 30 2022,Clallam,WA,Passenger,421,249,670,49763,50433,1.33
October 31 2022,Danville,VA,Passenger,1,0,1,0,1,100.00
October 31 2023,Grays Harbor,WA,Passenger,350,213,563,47820,48383,1.16
March 31 2022,Boulder,CO,Passenger,2,0,2,45,47,4.26
November 30 2021,DuPage,IL,Passenger,2,1,3,53,56,5.36
January 31 2023,Bartow,GA,Passenger,0,1,1,4,5,20.00
August 31 2023,Atlantic,NJ,Passenger,1,0,1,10,11,9.09
September 30 2022,Owyhee,ID,Passenger,1,0,1,3,4,25.00
November 30 2023,Franklin,WA,Passenger,371,158,529,61574,62103,0.85
September 30 2023,San Bernardino,CA,Passenger,3,1,4,256,260,1.54
March 31 2023,Chesapeake,VA,Passenger,3,2,5,301,306,1.63
December 31 2020,Putnam,TN,Passenger,0,1,1,3,4,25.00
January 31 2023,Thurston,WA,Truck,42,0,42,54554,54596,0.08
August 31 2019,Benton,WA,Passenger,279,291,570,134315,134885,0.42
October 31 2019,Sedgwick,KS,Passenger,1,1,2,100,102,1.96
December 31 2019,Sarasota,FL,Passenger,2,0,2,32,34,5.88
September 30 2022,Clinton,PA,Passenger,1,0,1,1,2,50.00
November 30 2020,Clallam,WA,Truck,1,0,1,21776,21777,0.00
January 31 2019,DeKalb,GA,Passenger,1,0,1,79,80,1.25
June 30 2023,Arlington,VA,Passenger,1,0,1,108,109,0.92
November 30 2022,Douglas,CO,Passenger,0,1,1,70,71,1.41
June 30 2021,Platte,MO,Passenger,1,0,1,19,20,5.00
April 30 2020,Pacific,WA,Truck,0,0,0,7664,7664,0.00
December 31 2020,Spokane,WA,Passenger,885,547,1432,320988,322420,0.44
May 31 2023,Benton,WA,Truck,23,0,23,43200,43223,0.05
May 31 2021,Frederick,MD,Passenger,1,1,2,66,68,2.94
October 31 2017,Cowlitz,WA,Truck,0,0,0,28111,28111,0.00
November 30 2019,Mason,WA,Truck,0,0,0,20499,20499,0.00
June 30 2021,Island,WA,Truck,0,0,0,21592,21592,0.00
April 30 2021,Snohomish,WA,Passenger,5583,1965,7548,540290,547838,1.38
January 31 2024,Solano,CA,Passenger,4,0,4,123,127,3.15
June 30 2020,Tarrant,TX,Passenger,1,0,1,179,180,0.56
