Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
July 31 2019,Manassas,VA,Passenger,0,1,1,9,10,10.00
January 31 2017,Bergen,NJ,Passenger,0,2,2,34,36,5.56
February 28 2019,DeKalb,GA,Passenger,1,0,1,79,80,1.25
September 30 2023,Washington,MD,Passenger,1,0,1,11,12,8.33
July 31 2022,Rock Island,IL,Passenger,0,1,1,12,13,7.69
August 31 2020,Randolph,NC,Passenger,1,0,1,8,9,11.11
December 31 2017,Yakima,WA,Passenger,59,75,134,162066,162200,0.08
February 28 2017,Pacific,WA,Passenger,5,6,11,14990,15001,0.07
September 30 2020,Klamath,OR,Passenger,1,0,1,35,36,2.78
April 30 2022,Snohomish,WA,Passenger,7963,2417,10380,533733,544113,1.91
April 30 2022,Deschutes,OR,Passenger,2,0,2,99,101,1.98
September 30 2019,Santa Clara,CA,Passenger,4,2,6,371,377,1.59
December 31 2022,Benton,WA,Passenger,930,500,1430,135696,137126,1.04
October 31 2022,Arapahoe,CO,Passenger,0,1,1,86,87,1.15
March 31 2023,Muscogee,GA,Passenger,0,1,1,104,105,0.95
November 30 2022,Essex,NJ,Passenger,2,0,2,11,13,15.38
December 31 2019,Klickitat,WA,Passenger,46,38,84,15671,15755,0.53
January 31 2024,Ferry,WA,Truck,0,0,0,3386,3386,0.00
June 30 2018,Charleston,SC,Passenger,1,0,1,128,129,0.78
March 31 2020,Maricopa,AZ,Passenger,7,8,15,1544,1559,0.96
October 31 2022,Whitman,WA,Truck,3,0,3,8600,8603,0.03
March 31 2020,Dakota,MN,Passenger,0,1,1,31,32,3.12
November 30 2023,Goochland,VA,Passenger,1,2,3,24,27,11.11
February 28 2023,Lake,IN,Passenger,0,1,1,9,10,10.00
May 31 2023,Madison,IL,Passenger,2,0,2,14,16,12.50
October 31 2020,Kent,MI,Passenger,0,1,1,25,26,3.85
February 28 2021,Columbia,WA,Truck,0,0,0,1542,1542,0.00
January 31 2022,Columbia,WA,Passenger,6,2,8,2450,2458,0.33
January 31 2020,Cochise,AZ,Passenger,0,1,1,103,104,0.96
July 31 2019,Guadalupe,TX,Passenger,1,0,1,77,78,1.28
January 31 2018,Hamilton,TN,Passenger,1,0,1,21,22,4.55
February 28 2022,Williams,ND,Passenger,0,1,1,7,8,12.50
September 30 2020,Walla Walla,WA,Passenger,86,62,148,35935,36083,0.41
August 31 2018,Collin,TX,Passenger,1,0,1,158,159,0.63
October 31 2022,Marion,IA,Passenger,1,0,1,0,1,100.00
May 31 2018,Skamania,WA,Truck,0,0,0,3918,3918,0.00
December 31 2021,Pacific,WA,Passenger,51,64,115,16059,16174,0.71
March 31 2022,Cowlitz,WA,Passenger,293,172,465,71050,71515,0.65
March 31 2017,Wahkiakum,WA,Truck,0,0,0,1635,1635,0.00
April 30 2019,Snohomish,WA,Passenger,3291,1539,4830,529067,533897,0.90
October 31 2017,Nueces,TX,Passenger,0,1,1,93,94,1.06
August 31 2023,Escambia,FL,Passenger,0,1,1,127,128,0.78
March 31 2017,Jackson,MO,Passenger,1,0,1,70,71,1.41
June 30 2023,Santa Barbara,CA,Passenger,1,0,1,66,67,1.49
May 31 2021,Placer,CA,Passenger,2,0,2,83,85,2.35
July 31 2023,Arapahoe,CO,Passenger,1,1,2,73,75,2.67
November 30 2018,Portsmouth,VA,Passenger,0,1,1,79,80,1.25
July 31 2022,Santa Cruz,CA,Passenger,1,0,1,26,27,3.70
March 31 2018,Twin Falls,ID,Passenger,0,1,1,25,26,3.85
September 30 2017,Eagle,CO,Passenger,1,0,1,7,8,12.50
October 31 2019,Honolulu,HI,Passenger,4,2,6,504,510,1.18
January 31 2022,Walla Walla,WA,Truck,0,0,0,14102,14102,0.00
May 31 2021,Travis,TX,Passenger,3,3,6,174,180,3.33
February 29 2020,Pend Oreille,WA,Passenger,8,7,15,9454,9469,0.16
October 31 2022,Collier,FL,Passenger,1,0,1,15,16,6.25
May 31 2017,King,WA,Passenger,9794,3989,13783,1376923,1390706,0.99
August 31 2019,Ferry,WA,Truck,0,0,0,3580,3580,0.00
June 30 2021,Walla Walla,WA,Truck,0,0,0,14075,14075,0.00
January 31 2024,San Mateo,CA,Passenger,1,0,1,50,51,1.96
August 31 2021,Lake,IL,Passenger,2,0,2,168,170,1.18
August 31 2018,Sangamon,IL,Passenger,1,0,1,11,12,8.33
September 30 2023,Orange,FL,Passenger,1,0,1,55,56,1.79
May 31 2020,Albemarle,VA,Passenger,1,0,1,22,23,4.35
May 31 2020,Powhatan,VA,Passenger,1,0,1,0,1,100.00
April 30 2017,Pierce,WA,Passenger,917,807,1724,525667,527391,0.33
December 31 2019,Thurston,WA,Passenger,1052,700,1752,199120,200872,0.87
November 30 2018,Whitman,WA,Passenger,20,35,55,22788,22843,0.24
September 30 2022,Cowlitz,WA,Passenger,368,180,548,70317,70865,0.77
December 31 2017,Garfield,WA,Truck,0,0,0,942,942,0.00
February 28 2018,El Paso,CO,Passenger,2,0,2,768,770,0.26
May 31 2020,Jefferson,WA,Truck,0,0,0,9508,9508,0.00
September 30 2022,Walla Walla,WA,Truck,2,0,2,13940,13942,0.01
September 30 2019,Prince George's,MD,Passenger,1,1,2,180,182,1.10
October 31 2018,Yakima,WA,Truck,0,0,0,58751,58751,0.00
November 30 2021,Milwaukee,WI,Passenger,1,0,1,38,39,2.56
June 30 2021,Middlesex,MA,Passenger,1,1,2,99,101,1.98
January 31 2024,Ada,ID,Passenger,2,0,2,79,81,2.47
April 30 2021,Pinellas,FL,Passenger,1,1,2,101,103,1.94
May 31 2019,Hennepin,MN,Passenger,2,0,2,101,103,1.94
August 31 2019,Manassas,VA,Passenger,0,1,1,8,9,11.11
June 30 2019,Volusia,FL,Passenger,0,1,1,41,42,2.38
December 31 2021,Greene,MO,Passenger,0,1,1,29,30,3.33
January 31 2020,Lee,FL,Passenger,1,0,1,53,54,1.85
June 30 2019,Larimer,CO,Passenger,1,0,1,57,58,1.72
January 31 2021,Dallas,IA,Passenger,0,1,1,10,11,9.09
December 31 2018,Arlington,VA,Passenger,1,1,2,168,170,1.18
December 31 2021,St. Clair,IL,Passenger,1,0,1,122,123,0.81
May 31 2022,Wahkiakum,WA,Truck,0,0,0,1803,1803,0.00
August 31 2022,Contra Costa,CA,Passenger,0,4,4,229,233,1.72
May 31 2018,Garfield,WA,Truck,0,0,0,955,955,0.00
July 31 2021,Fort Bend,TX,Passenger,1,0,1,37,38,2.63
September 30 2021,Anchorage,AK,Passenger,1,0,1,149,150,0.67
December 31 2022,Yakima,WA,Passenger,425,218,643,166331,166974,0.39
May 31 2021,Adams,WA,Truck,0,0,0,5373,5373,0.00
June 30 2018,Asotin,WA,Passenger,9,6,15,12599,12614,0.12
May 31 2020,Pinal,AZ,Passenger,1,0,1,190,191,0.52
January 31 2024,Walla Walla,WA,Truck,10,0,10,13241,13251,0.08
March 31 2019,St. Mary's,MD,Passenger,1,0,1,213,214,0.47
November 30 2019,Spartanburg,SC,Passenger,0,1,1,45,46,2.17
May 31 2017,Franklin,OH,Passenger,0,1,1,122,123,0.81
December 31 2018,Larimer,CO,Passenger,1,0,1,60,61,1.64
September 30 2019,Shelby,OH,Passenger,0,1,1,2,3,33.33
June 30 2022,Louisa,VA,Passenger,0,1,1,1,2,50.00
January 31 2018,Garfield,WA,Truck,0,0,0,944,944,0.00
August 31 2018,Whatcom,WA,Truck,2,0,2,42392,42394,0.00
October 31 2017,Maricopa,AZ,Passenger,2,1,3,1671,1674,0.18
November 30 2019,Whatcom,WA,Passenger,964,470,1434,151550,152984,0.94
March 31 2022,Tarrant,TX,Passenger,2,0,2,140,142,1.41
July 31 2017,Nassau,NY,Passenger,1,1,2,39,41,4.88
January 31 2023,Ulster,NY,Passenger,1,0,1,8,9,11.11
April 30 2019,Collier,FL,Passenger,1,0,1,19,20,5.00
October 31 2023,Asotin,WA,Passenger,41,25,66,12243,12309,0.54
May 31 2023,San Mateo,CA,Passenger,1,0,1,64,65,1.54
September 30 2018,Island,WA,Truck,0,0,0,21088,21088,0.00
June 30 2020,Cowlitz,WA,Truck,0,0,0,28863,28863,0.00
March 31 2020,New London,CT,Passenger,1,1,2,242,244,0.82
September 30 2019,Kern,CA,Passenger,0,1,1,219,220,0.45
May 31 2019,Thurston,WA,Truck,0,0,0,55085,55085,0.00
January 31 2017,Whitman,WA,Truck,0,0,0,8404,8404,0.00
December 31 2020,Douglas,WA,Passenger,86,44,130,28188,28318,0.46
November 30 2022,Richmond,NY,Passenger,1,0,1,4,5,20.00
April 30 2022,Leavenworth,KS,Passenger,0,1,1,103,104,0.96
March 31 2021,Wichita,TX,Passenger,1,0,1,42,43,2.33
July 31 2018,Nassau,NY,Passenger,2,0,2,39,41,4.88
April 30 2020,Shelby,TN,Passenger,0,1,1,92,93,1.08
October 31 2019,Calvert,MD,Passenger,0,2,2,91,93,2.15
October 31 2022,Sonoma,CA,Passenger,2,1,3,82,85,3.53
June 30 2022,Washington,MD,Passenger,2,0,2,13,15,13.33
May 31 2017,Dallas,TX,Passenger,0,1,1,190,191,0.52
July 31 2022,Walla Walla,WA,Passenger,175,98,273,35816,36089,0.76
June 30 2020,Jefferson,CO,Passenger,0,1,1,59,60,1.67
March 31 2021,Loudoun,VA,Passenger,1,0,1,70,71,1.41
December 31 2023,Greene,OH,Passenger,1,0,1,23,24,4.17
October 31 2017,Queens,NY,Passenger,1,0,1,62,63,1.59
March 31 2023,Boulder,CO,Passenger,2,0,2,39,41,4.88
April 30 2022,Rock Island,IL,Passenger,0,1,1,13,14,7.14
April 30 2020,Mason,WA,Truck,0,0,0,20525,20525,0.00
August 31 2017,Whitman,WA,Truck,0,0,0,8452,8452,0.00
August 31 2021,Clark,WA,Passenger,3072,1471,4543,321960,326503,1.39
February 28 2019,Skagit,WA,Truck,1,0,1,32288,32289,0.00
June 30 2021,Thurston,WA,Passenger,1583,871,2454,197918,200372,1.22
October 31 2019,Stafford,VA,Passenger,1,1,2,99,101,1.98
April 30 2020,RÃ­o Grande,PR,Passenger,1,0,1,1,2,50.00
December 31 2019,Oldham,KY,Passenger,0,1,1,4,5,20.00
September 30 2019,Monroe,IL,Passenger,1,0,1,4,5,20.00
January 31 2018,Santa Clara,CA,Passenger,7,1,8,395,403,1.99
August 31 2017,Asotin,WA,Passenger,8,5,13,12438,12451,0.10
March 31 2020,Grant,WA,Truck,0,0,0,27051,27051,0.00
February 28 2022,Thurston,WA,Truck,3,0,3,55789,55792,0.01
March 31 2017,Cowlitz,WA,Truck,0,0,0,27902,27902,0.00
November 30 2022,Whitman,WA,Truck,3,0,3,8618,8621,0.03
July 31 2021,Chelan,WA,Truck,0,0,0,23095,23095,0.00
September 30 2018,Middlesex,MA,Passenger,0,1,1,140,141,0.71
April 30 2019,Pima,AZ,Passenger,1,1,2,415,417,0.48
July 31 2018,Allegheny,PA,Passenger,1,0,1,83,84,1.19
May 31 2022,Allen,IN,Passenger,1,0,1,18,19,5.26
April 30 2023,Hamilton,OH,Truck,1,0,1,3,4,25.00
June 30 2022,Orange,FL,Passenger,2,0,2,96,98,2.04
March 31 2020,Franklin,WA,Truck,0,0,0,19897,19897,0.00
July 31 2023,San Juan,WA,Truck,15,0,15,5929,5944,0.25
July 31 2019,Skamania,WA,Passenger,25,18,43,8735,8778,0.49
July 31 2023,Ferry,WA,Truck,0,0,0,3585,3585,0.00
October 31 2021,Williamson,TX,Passenger,1,2,3,103,106,2.83
August 31 2018,Lumpkin,GA,Passenger,1,0,1,7,8,12.50
July 31 2023,Bexar,TX,Passenger,2,3,5,361,366,1.37
November 30 2019,Norfolk,MA,Passenger,1,0,1,37,38,2.63
June 30 2023,San Joaquin,CA,Passenger,0,1,1,76,77,1.30
February 29 2020,DuPage,IL,Passenger,4,0,4,64,68,5.88
March 31 2017,Orange,FL,Passenger,1,1,2,150,152,1.32
November 30 2017,Dale,AL,Passenger,0,1,1,61,62,1.61
November 30 2021,Penobscot,ME,Passenger,0,1,1,9,10,10.00
October 31 2022,Lincoln,OR,Passenger,0,1,1,20,21,4.76
August 31 2021,Providence,RI,Passenger,1,0,1,26,27,3.70
December 31 2022,Boulder,CO,Passenger,2,0,2,42,44,4.55
November 30 2022,Montgomery,MD,Passenger,4,2,6,194,200,3.00
August 31 2017,St. Clair,IL,Passenger,0,1,1,170,171,0.58
April 30 2020,Walla Walla,WA,Passenger,69,63,132,35992,36124,0.37
February 28 2018,Franklin,WA,Passenger,32,51,83,57004,57087,0.15
December 31 2020,Thurston,WA,Passenger,1321,779,2100,197234,199334,1.05
April 30 2023,Cook,IL,Passenger,3,0,3,165,168,1.79
August 31 2021,Fort Bend,TX,Passenger,1,0,1,36,37,2.70
March 31 2021,Dakota,MN,Passenger,0,1,1,28,29,3.45
March 31 2018,New Haven,CT,Passenger,0,1,1,51,52,1.92
February 28 2022,Collin,TX,Passenger,3,0,3,104,107,2.80
November 30 2022,Wichita,TX,Passenger,2,0,2,39,41,4.88
May 31 2019,Yakima,WA,Passenger,94,104,198,164996,165194,0.12
April 30 2020,Yakima,WA,Passenger,130,115,245,165242,165487,0.15
August 31 2017,Okanogan,WA,Truck,0,0,0,16242,16242,0.00
October 31 2021,,,Passenger,5,2,7,323,330,2.12
March 31 2022,Snohomish,WA,Truck,4,0,4,124778,124782,0.00
March 31 2020,Lincoln,WA,Passenger,2,12,14,7750,7764,0.18
August 31 2021,Nassau,NY,Passenger,3,0,3,32,35,8.57
May 31 2022,Santa Clara,CA,Passenger,11,1,12,247,259,4.63
May 31 2019,Marion,OR,Passenger,1,0,1,118,119,0.84
April 30 2021,Owyhee,ID,Passenger,1,0,1,3,4,25.00
March 31 2022,Bartow,GA,Passenger,0,1,1,4,5,20.00
June 30 2018,Spokane,WA,Passenger,340,316,656,303086,303742,0.22
February 28 2018,El Paso,TX,Passenger,1,0,1,523,524,0.19
January 31 2019,San Juan,WA,Truck,0,0,0,5800,5800,0.00
April 30 2019,Island,WA,Truck,0,0,0,21238,21238,0.00
December 31 2020,Clark,NV,Passenger,4,2,6,667,673,0.89
October 31 2020,Stevens,WA,Truck,0,0,0,18692,18692,0.00
November 30 2019,Hawaii,HI,Passenger,1,0,1,60,61,1.64
July 31 2017,Flathead,MT,Passenger,1,0,1,61,62,1.61
August 31 2019,Whitman,WA,Truck,0,0,0,8629,8629,0.00
October 31 2019,Clallam,WA,Passenger,194,150,344,50937,51281,0.67
April 30 2020,Honolulu,HI,Passenger,4,2,6,479,485,1.24
May 31 2019,Prince George's,MD,Passenger,1,1,2,183,185,1.08
December 31 2018,Nueces,TX,Passenger,1,1,2,93,95,2.11
April 30 2020,Dallas,TX,Passenger,1,0,1,210,211,0.47
August 31 2020,Carson City,NV,Passenger,1,0,1,10,11,9.09
July 31 2022,Philadelphia,PA,Passenger,1,0,1,42,43,2.33
June 30 2017,Manassas,VA,Passenger,0,1,1,9,10,10.00
September 30 2017,Franklin,MA,Passenger,0,1,1,4,5,20.00
April 30 2017,Sumter,FL,Passenger,0,1,1,10,11,9.09
January 31 2019,Fairfax,VA,Passenger,4,2,6,809,815,0.74
November 30 2017,Asotin,WA,Truck,0,0,0,6553,6553,0.00
October 31 2023,Prince George's,MD,Passenger,3,1,4,107,111,3.60
March 31 2021,Walla Walla,WA,Truck,0,0,0,13965,13965,0.00
December 31 2023,Benton,WA,Passenger,1371,632,2003,133338,135341,1.48
April 30 2018,Tulsa,OK,Passenger,0,1,1,49,50,2.00
June 30 2020,Henrico,VA,Passenger,0,1,1,18,19,5.26
December 31 2022,Lee,FL,Passenger,1,0,1,33,34,2.94
October 31 2020,New Haven,CT,Passenger,0,2,2,33,35,5.71
July 31 2018,Klickitat,WA,Truck,0,0,0,8122,8122,0.00
September 30 2022,St. Louis,MO,Passenger,2,0,2,59,61,3.28
November 30 2019,Jefferson,WA,Passenger,212,132,344,25176,25520,1.35
January 31 2022,Montgomery,TN,Passenger,1,0,1,214,215,0.47
January 31 2017,Mason,WA,Passenger,48,60,108,42804,42912,0.25
October 31 2023,Stafford,VA,Passenger,3,0,3,73,76,3.95
November 30 2017,District of Columbia,DC,Passenger,0,3,3,205,208,1.44
August 31 2023,Sacramento,CA,Truck,1,0,1,31,32,3.12
March 31 2020,Polk,FL,Passenger,1,0,1,71,72,1.39
September 30 2017,Lumpkin,GA,Passenger,1,0,1,9,10,10.00
August 31 2020,Tulsa,OK,Passenger,1,1,2,47,49,4.08
August 31 2017,Northampton,PA,Passenger,0,1,1,97,98,1.02
July 31 2018,Nantucket,MA,Passenger,1,0,1,4,5,20.00
April 30 2017,Lewis,WA,Passenger,46,33,79,55194,55273,0.14
August 31 2019,Okanogan,WA,Passenger,25,26,51,26185,26236,0.19
November 30 2022,Garfield,WA,Passenger,1,3,4,1301,1305,0.31
October 31 2020,San Juan,WA,Truck,0,0,0,5860,5860,0.00
December 31 2022,Clark,WA,Truck,51,0,51,81864,81915,0.06
May 31 2022,Suffolk,VA,Passenger,1,0,1,120,121,0.83
June 30 2019,Pinellas,FL,Passenger,1,0,1,120,121,0.83
October 31 2023,Fulton,GA,Passenger,1,0,1,45,46,2.17
September 30 2020,Carroll,MD,Passenger,0,1,1,19,20,5.00
June 30 2022,Lee,FL,Passenger,1,0,1,37,38,2.63
February 28 2022,Columbia,OR,Passenger,1,0,1,26,27,3.70
May 31 2019,Pend Oreille,WA,Passenger,4,5,9,9534,9543,0.09
August 31 2018,Travis,TX,Passenger,1,1,2,204,206,0.97
October 31 2021,Cowlitz,WA,Truck,0,1,1,29058,29059,0.00
January 31 2019,Skagit,WA,Truck,1,0,1,32316,32317,0.00
April 30 2018,Fulton,GA,Passenger,1,1,2,100,102,1.96
November 30 2022,Yellowstone,MT,Passenger,0,1,1,17,18,5.56
May 31 2023,Ventura,CA,Passenger,3,2,5,210,215,2.33
June 30 2017,Orange,FL,Passenger,1,1,2,133,135,1.48
February 28 2019,Camden,NJ,Passenger,0,1,1,27,28,3.57
March 31 2019,Montgomery,PA,Passenger,2,0,2,38,40,5.00
May 31 2018,New Haven,CT,Passenger,0,1,1,50,51,1.96
April 30 2022,Okaloosa,FL,Passenger,0,1,1,105,106,0.94
April 30 2022,Camden,NJ,Passenger,0,1,1,13,14,7.14
January 31 2022,Gwinnett,GA,Passenger,1,0,1,58,59,1.69
March 31 2023,Skagit,WA,Truck,17,0,17,32030,32047,0.05
April 30 2018,Cowlitz,WA,Passenger,55,73,128,71358,71486,0.18
July 31 2020,Asotin,WA,Truck,0,0,0,6656,6656,0.00
September 30 2021,Wahkiakum,WA,Passenger,16,8,24,3070,3094,0.78
February 28 2021,Hudson,NJ,Passenger,1,0,1,41,42,2.38
February 29 2020,Denton,TX,Passenger,1,0,1,96,97,1.03
December 31 2020,Grant,WA,Passenger,80,81,161,65906,66067,0.24
February 28 2018,Walla Walla,WA,Truck,0,0,0,13324,13324,0.00
October 31 2022,Kittitas,WA,Passenger,291,94,385,29569,29954,1.29
February 28 2019,St. Mary's,MD,Passenger,1,0,1,210,211,0.47
January 31 2020,Anne Arundel,MD,Passenger,1,1,2,430,432,0.46
July 31 2017,Grant,WA,Truck,0,0,0,25271,25271,0.00
May 31 2022,Jefferson,WA,Passenger,425,215,640,24597,25237,2.54
November 30 2021,Skagit,WA,Truck,1,0,1,32790,32791,0.00
February 29 2020,Fulton,GA,Passenger,1,2,3,105,108,2.78
March 31 2019,San Mateo,CA,Passenger,2,1,3,131,134,2.24
January 31 2020,Maui,HI,Passenger,2,0,2,41,43,4.65
August 31 2022,Charles,MD,Passenger,1,1,2,57,59,3.39
January 31 2021,Washtenaw,MI,Passenger,1,1,2,33,35,5.71
April 30 2017,Klickitat,WA,Passenger,22,23,45,14768,14813,0.30
November 30 2020,Palm Beach,FL,Passenger,0,2,2,78,80,2.50
February 28 2021,Douglas,WA,Truck,0,0,0,12512,12512,0.00
May 31 2021,Douglas,WA,Passenger,92,47,139,28512,28651,0.49
November 30 2020,Skagit,WA,Truck,1,0,1,32710,32711,0.00
April 30 2022,Rockdale,GA,Passenger,1,0,1,6,7,14.29
July 31 2020,Fairfax,VA,Passenger,5,3,8,747,755,1.06
March 31 2018,San Mateo,CA,Passenger,1,1,2,136,138,1.45
April 30 2017,Island,WA,Passenger,108,129,237,59761,59998,0.40
April 30 2020,Sedgwick,KS,Passenger,1,1,2,97,99,2.02
April 30 2023,Deschutes,OR,Passenger,1,0,1,65,66,1.52
June 30 2018,Santa Rosa,FL,Passenger,1,0,1,98,99,1.01
May 31 2017,Saratoga,NY,Passenger,1,1,2,72,74,2.70
February 28 2018,Grays Harbor,WA,Passenger,42,44,86,45889,45975,0.19
March 31 2019,Middlesex,MA,Passenger,1,1,2,119,121,1.65
December 31 2023,Montgomery,TN,Passenger,1,0,1,123,124,0.81
December 31 2022,Cowlitz,WA,Truck,4,0,4,28350,28354,0.01
December 31 2018,Walla Walla,WA,Passenger,41,52,93,36094,36187,0.26
March 31 2020,Spokane,WA,Truck,1,0,1,97438,97439,0.00
June 30 2019,Kittitas,WA,Passenger,81,38,119,29609,29728,0.40
March 31 2022,Pacific,WA,Truck,0,0,0,8004,8004,0.00
May 31 2019,Harris,TX,Passenger,0,1,1,264,265,0.38
May 31 2019,Wilson,TX,Passenger,0,1,1,7,8,12.50
November 30 2021,Mason,WA,Truck,0,0,0,21236,21236,0.00
April 30 2022,Newport,RI,Passenger,0,1,1,74,75,1.33
October 31 2017,Whitman,WA,Passenger,12,20,32,22298,22330,0.14
January 31 2023,Adams,WA,Truck,1,0,1,5385,5386,0.02
June 30 2018,Maui,HI,Passenger,1,0,1,56,57,1.75
April 30 2022,Allen,IN,Passenger,1,0,1,18,19,5.26
November 30 2023,Orange,NC,Passenger,0,1,1,4,5,20.00
July 31 2023,Middlesex,MA,Passenger,2,1,3,69,72,4.17
April 30 2023,Howard,MD,Passenger,0,2,2,56,58,3.45
September 30 2022,Columbia,WA,Truck,0,0,0,1573,1573,0.00
January 31 2022,Miami-Dade,FL,Passenger,1,0,1,88,89,1.12
September 30 2023,Mason,WA,Passenger,497,215,712,45986,46698,1.52
February 28 2018,Columbia,WA,Passenger,2,1,3,2407,2410,0.12
March 31 2020,Garfield,WA,Passenger,0,1,1,1349,1350,0.07
June 30 2023,Yakima,WA,Truck,13,0,13,61126,61139,0.02
May 31 2021,Montgomery,MD,Passenger,2,1,3,234,237,1.27
July 31 2020,Cowlitz,WA,Truck,0,0,0,28874,28874,0.00
January 31 2023,Miami-Dade,FL,Passenger,1,0,1,67,68,1.47
March 31 2021,Washtenaw,MI,Passenger,0,1,1,32,33,3.03
October 31 2017,Ramsey,MN,Passenger,1,0,1,42,43,2.33
July 31 2021,Carson City,NV,Passenger,1,0,1,11,12,8.33
August 31 2018,Ferry,WA,Passenger,2,2,4,4419,4423,0.09
February 28 2019,Fresno,CA,Passenger,1,0,1,196,197,0.51
July 31 2020,Snohomish,WA,Truck,0,0,0,124330,124330,0.00
June 30 2021,Walla Walla,WA,Passenger,113,74,187,36603,36790,0.51
February 28 2022,Klamath,OR,Passenger,1,0,1,31,32,3.12
June 30 2023,Bell,TX,Passenger,1,0,1,256,257,0.39
September 30 2018,Gwinnett,GA,Passenger,0,1,1,86,87,1.15
February 28 2017,Dakota,MN,Passenger,0,1,1,42,43,2.33
February 28 2017,Orleans,LA,Passenger,0,1,1,51,52,1.92
August 31 2023,Parker,TX,Passenger,0,1,1,12,13,7.69
October 31 2021,RÃ­o Grande,PR,Passenger,1,0,1,0,1,100.00
February 28 2017,Skamania,WA,Truck,0,0,0,3889,3889,0.00
August 31 2022,Honolulu,HI,Passenger,4,3,7,353,360,1.94
May 31 2020,Bucks,PA,Passenger,1,0,1,22,23,4.35
December 31 2023,Brevard,FL,Passenger,1,0,1,44,45,2.22
September 30 2021,Penobscot,ME,Passenger,0,1,1,9,10,10.00
December 31 2019,Juneau,AK,Passenger,0,2,2,28,30,6.67
December 31 2017,Eagle,CO,Passenger,1,0,1,6,7,14.29
November 30 2022,Stevens,WA,Truck,2,0,2,18841,18843,0.01
May 31 2020,Pierce,WA,Truck,0,0,0,141280,141280,0.00
February 28 2017,Franklin,WA,Truck,0,0,0,17904,17904,0.00
July 31 2021,San Juan,WA,Truck,0,0,0,5951,5951,0.00
March 31 2017,Wahkiakum,WA,Passenger,0,2,2,2849,2851,0.07
February 28 2018,Los Angeles,CA,Passenger,4,3,7,1218,1225,0.57
August 31 2022,Leavenworth,KS,Passenger,0,1,1,93,94,1.06
December 31 2022,St. Clair,IL,Passenger,1,0,1,111,112,0.89
August 31 2021,Boulder,CO,Passenger,1,1,2,45,47,4.26
November 30 2021,Bernalillo,NM,Passenger,1,0,1,109,110,0.91
April 30 2017,Franklin,WA,Passenger,27,47,74,55341,55415,0.13
February 29 2020,Okanogan,WA,Passenger,34,31,65,26117,26182,0.25
February 28 2022,Island,WA,Truck,1,0,1,21451,21452,0.00
December 31 2019,Saginaw,MI,Passenger,1,0,1,12,13,7.69
August 31 2023,Walla Walla,WA,Truck,7,0,7,13628,13635,0.05
January 31 2024,Fairfax,VA,Passenger,7,6,13,509,522,2.49
January 31 2020,Norfolk,VA,Passenger,2,2,4,352,356,1.12
September 30 2019,Thurston,WA,Passenger,953,671,1624,198491,200115,0.81
December 31 2021,Pinellas,FL,Passenger,0,1,1,95,96,1.04
January 31 2020,Henrico,VA,Passenger,0,1,1,19,20,5.00
August 31 2020,Frederick,MD,Passenger,1,1,2,72,74,2.70
August 31 2022,Clinton,PA,Passenger,1,0,1,1,2,50.00
April 30 2017,King,WA,Passenger,9556,3881,13437,1378340,1391777,0.97
September 30 2023,Miami-Dade,FL,Passenger,1,0,1,50,51,1.96
April 30 2019,Snohomish,WA,Truck,1,0,1,122004,122005,0.00
August 31 2022,Garfield,WA,Truck,0,0,0,974,974,0.00
October 31 2019,Wayne,MI,Passenger,0,1,1,63,64,1.56
October 31 2022,Essex,MA,Passenger,1,0,1,17,18,5.56
August 31 2022,Escambia,FL,Passenger,0,1,1,144,145,0.69
October 31 2020,Placer,CA,Passenger,2,0,2,89,91,2.20
August 31 2023,Ferry,WA,Passenger,20,4,24,4293,4317,0.56
September 30 2018,San Juan,WA,Passenger,161,68,229,14177,14406,1.59
February 28 2023,Clark,WA,Passenger,5180,2106,7286,314108,321394,2.27
October 31 2019,Ferry,WA,Passenger,5,2,7,4426,4433,0.16
September 30 2019,Chesapeake,VA,Passenger,0,1,1,443,444,0.23
June 30 2018,Yakima,WA,Truck,0,0,0,58483,58483,0.00
March 31 2023,Hillsborough,FL,Passenger,1,2,3,110,113,2.65
