Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
May 31 2023,Multnomah,OR,Passenger,1,2,3,450,453,0.66
May 31 2021,Los Angeles,CA,Passenger,9,11,20,934,954,2.10
June 30 2022,Charleston,SC,Passenger,2,2,4,69,73,5.48
August 31 2022,Alameda,CA,Passenger,5,1,6,194,200,3.00
June 30 2018,Frederick,MD,Passenger,0,1,1,85,86,1.16
May 31 2017,Manassas,VA,Passenger,0,1,1,9,10,10.00
June 30 2021,Lake,IN,Passenger,0,1,1,11,12,8.33
August 31 2017,Spokane,WA,Passenger,268,220,488,297379,297867,0.16
April 30 2022,Lincoln,WA,Passenger,7,18,25,7665,7690,0.33
January 31 2018,Ferry,WA,Passenger,1,3,4,4408,4412,0.09
October 31 2023,El Paso,TX,Passenger,3,0,3,258,261,1.15
October 31 2021,Platte,MO,Passenger,1,0,1,21,22,4.55
May 31 2022,Platte,MO,Passenger,1,0,1,24,25,4.00
February 28 2022,Rockingham,NH,Passenger,1,0,1,19,20,5.00
December 31 2021,San Bernardino,CA,Passenger,1,1,2,368,370,0.54
June 30 2018,Grays Harbor,WA,Truck,0,0,0,20220,20220,0.00
April 30 2020,Klamath,OR,Passenger,1,0,1,36,37,2.70
April 30 2022,Skagit,WA,Passenger,751,328,1079,90258,91337,1.18
August 31 2023,Cowlitz,WA,Passenger,518,231,749,69798,70547,1.06
November 30 2023,Grays Harbor,WA,Truck,12,0,12,20635,20647,0.06
July 31 2021,Garfield,WA,Passenger,0,3,3,1373,1376,0.22
November 30 2021,Norfolk,VA,Passenger,3,3,6,315,321,1.87
September 30 2018,Denver,CO,Passenger,1,0,1,135,136,0.74
March 31 2021,San Joaquin,CA,Passenger,1,0,1,110,111,0.90
March 31 2023,Ray,MO,Passenger,0,1,1,0,1,100.00
November 30 2017,Madison,ID,Passenger,1,0,1,40,41,2.44
January 31 2020,Franklin,WA,Passenger,57,76,133,61079,61212,0.22
November 30 2019,Contra Costa,CA,Passenger,3,2,5,349,354,1.41
March 31 2020,Skamania,WA,Passenger,29,17,46,8711,8757,0.53
March 31 2022,New London,CT,Passenger,1,3,4,205,209,1.91
July 31 2020,Hillsborough,FL,Passenger,0,1,1,176,177,0.56
July 31 2018,Palm Beach,FL,Passenger,0,2,2,85,87,2.30
March 31 2023,Miami-Dade,FL,Passenger,1,0,1,63,64,1.56
September 30 2018,Prince George,VA,Passenger,0,1,1,76,77,1.30
February 28 2017,Mercer,NJ,Passenger,0,1,1,22,23,4.35
February 28 2019,Thurston,WA,Passenger,782,593,1375,195810,197185,0.70
June 30 2019,Clallam,WA,Passenger,173,141,314,50501,50815,0.62
December 31 2021,Grays Harbor,WA,Passenger,192,157,349,49430,49779,0.70
October 31 2018,Whatcom,WA,Truck,2,0,2,42553,42555,0.00
April 30 2020,Clallam,WA,Truck,1,0,1,21688,21689,0.00
January 31 2021,Stevens,WA,Passenger,37,40,77,30255,30332,0.25
November 30 2021,Maricopa,AZ,Passenger,8,4,12,1194,1206,1.00
October 31 2022,Middlesex,NJ,Passenger,1,0,1,19,20,5.00
November 30 2023,Oldham,KY,Passenger,0,1,1,2,3,33.33
June 30 2017,Yakima,WA,Passenger,45,57,102,159394,159496,0.06
January 31 2020,Skamania,WA,Passenger,29,18,47,8764,8811,0.53
June 30 2019,Columbia,WA,Passenger,2,2,4,2451,2455,0.16
December 31 2020,Lane,OR,Passenger,0,1,1,149,150,0.67
January 31 2017,Whatcom,WA,Truck,2,0,2,41335,41337,0.00
January 31 2021,Gwinnett,GA,Passenger,1,0,1,67,68,1.47
December 31 2023,Whitman,WA,Truck,7,0,7,8503,8510,0.08
September 30 2017,Snohomish,WA,Passenger,1911,974,2885,514317,517202,0.56
June 30 2019,Island,WA,Passenger,317,241,558,63357,63915,0.87
July 31 2020,Clallam,WA,Passenger,237,169,406,50053,50459,0.80
November 30 2020,San Diego,CA,Passenger,15,3,18,2719,2737,0.66
January 31 2021,Travis,TX,Passenger,3,3,6,176,182,3.30
February 28 2018,DuPage,IL,Passenger,1,0,1,67,68,1.47
September 30 2020,Boulder,CO,Passenger,1,1,2,46,48,4.17
May 31 2023,Virginia Beach,VA,Truck,1,0,1,107,108,0.93
April 30 2019,DuPage,IL,Passenger,1,0,1,63,64,1.56
December 31 2023,Portsmouth,VA,Passenger,0,1,1,61,62,1.61
November 30 2022,Henrico,VA,Passenger,0,1,1,9,10,10.00
August 31 2017,Lewis,WA,Passenger,55,38,93,55793,55886,0.17
December 31 2017,Benton,WA,Passenger,172,168,340,130219,130559,0.26
November 30 2019,,,Passenger,6,2,8,412,420,1.90
October 31 2020,Twin Falls,ID,Passenger,0,1,1,25,26,3.85
October 31 2018,Volusia,FL,Passenger,0,1,1,40,41,2.44
September 30 2022,Stevens,WA,Truck,1,0,1,18891,18892,0.01
March 31 2017,Jefferson,WA,Truck,0,0,0,9447,9447,0.00
March 31 2021,Salt Lake,UT,Passenger,0,1,1,183,184,0.54
May 31 2023,Galveston,TX,Passenger,0,1,1,16,17,5.88
December 31 2020,Rogers,OK,Passenger,1,0,1,4,5,20.00
November 30 2020,Wahkiakum,WA,Truck,0,0,0,1765,1765,0.00
May 31 2021,Grays Harbor,WA,Passenger,161,139,300,49350,49650,0.60
March 31 2021,Adams,WA,Passenger,10,7,17,12991,13008,0.13
October 31 2018,Clay,FL,Passenger,0,1,1,91,92,1.09
October 31 2018,Douglas,NE,Passenger,0,1,1,71,72,1.39
May 31 2023,Salt Lake,UT,Passenger,0,1,1,109,110,0.91
August 31 2019,Twin Falls,ID,Passenger,0,1,1,27,28,3.57
April 30 2023,Virginia Beach,VA,Truck,1,0,1,110,111,0.90
July 31 2017,Wahkiakum,WA,Truck,0,0,0,1659,1659,0.00
August 31 2018,Houston,GA,Passenger,1,0,1,54,55,1.82
September 30 2020,Williams,ND,Passenger,0,1,1,11,12,8.33
March 31 2023,Burlington,NJ,Passenger,2,2,4,95,99,4.04
December 31 2023,Okanogan,WA,Passenger,161,75,236,25520,25756,0.92
February 28 2018,Island,WA,Passenger,165,172,337,61852,62189,0.54
February 28 2021,Skamania,WA,Truck,0,0,0,4028,4028,0.00
April 30 2022,Jefferson,WA,Passenger,415,210,625,24715,25340,2.47
August 31 2022,San Mateo,CA,Passenger,1,0,1,80,81,1.23
November 30 2018,Kalamazoo,MI,Passenger,1,0,1,16,17,5.88
January 31 2022,Hawaii,HI,Passenger,1,0,1,43,44,2.27
September 30 2020,Suffolk,MA,Passenger,0,2,2,36,38,5.26
May 31 2019,Rogers,OK,Passenger,1,0,1,6,7,14.29
April 30 2022,San Bernardino,CA,Passenger,2,1,3,351,354,0.85
October 31 2017,Madison,ID,Passenger,1,0,1,38,39,2.56
December 31 2020,Saginaw,MI,Passenger,2,0,2,11,13,15.38
June 30 2017,DeKalb,IN,Passenger,1,0,1,1,2,50.00
August 31 2019,Clallam,WA,Passenger,184,148,332,50729,51061,0.65
January 31 2020,San Juan,WA,Truck,0,0,0,5924,5924,0.00
June 30 2019,Pinal,AZ,Passenger,2,0,2,198,200,1.00
May 31 2018,Manatee,FL,Passenger,1,0,1,38,39,2.56
January 31 2020,Wilson,TX,Passenger,0,1,1,8,9,11.11
October 31 2022,Kitsap,WA,Passenger,2627,1124,3751,177277,181028,2.07
November 30 2020,Grays Harbor,WA,Passenger,122,117,239,48532,48771,0.49
June 30 2020,Vigo,IN,Passenger,1,0,1,5,6,16.67
August 31 2018,Lee,AL,Passenger,1,0,1,37,38,2.63
December 31 2022,Orange,CA,Passenger,10,3,13,365,378,3.44
December 31 2021,Washtenaw,MI,Passenger,0,1,1,31,32,3.12
February 28 2018,Orange,FL,Passenger,2,1,3,169,172,1.74
May 31 2017,Cascade,MT,Passenger,0,1,1,63,64,1.56
August 31 2022,Fulton,GA,Passenger,1,0,1,69,70,1.43
August 31 2021,Champaign,IL,Passenger,1,0,1,12,13,7.69
July 31 2018,Sangamon,IL,Passenger,1,0,1,11,12,8.33
March 31 2023,Bartow,GA,Passenger,0,1,1,4,5,20.00
June 30 2019,Kitsap,WA,Truck,1,0,1,54089,54090,0.00
November 30 2022,Cook,IL,Passenger,3,0,3,182,185,1.62
January 31 2022,Larimer,CO,Passenger,1,0,1,49,50,2.00
January 31 2023,Contra Costa,CA,Passenger,0,3,3,205,208,1.44
November 30 2021,St. Mary's,MD,Passenger,1,0,1,206,207,0.48
August 31 2018,Gwinnett,GA,Passenger,0,1,1,85,86,1.16
August 31 2019,Pinal,AZ,Passenger,2,0,2,198,200,1.00
January 31 2024,Brevard,FL,Passenger,1,0,1,44,45,2.22
November 30 2023,Skagit,WA,Truck,30,0,30,31284,31314,0.10
January 31 2019,Norfolk,VA,Passenger,2,2,4,344,348,1.15
August 31 2019,Ada,ID,Passenger,0,2,2,319,321,0.62
April 30 2020,Bucks,PA,Passenger,1,0,1,22,23,4.35
June 30 2019,Denver,CO,Passenger,1,0,1,132,133,0.75
October 31 2023,Douglas,WA,Truck,8,0,8,12937,12945,0.06
February 28 2017,Okanogan,WA,Passenger,3,15,18,25670,25688,0.07
October 31 2017,Kittitas,WA,Truck,0,0,0,13695,13695,0.00
March 31 2021,Tarrant,TX,Passenger,1,0,1,163,164,0.61
November 30 2019,Wayne,MI,Passenger,0,1,1,62,63,1.59
May 31 2019,Lake,CA,Passenger,0,1,1,10,11,9.09
March 31 2021,Nassau,FL,Passenger,1,0,1,33,34,2.94
November 30 2021,RÃ­o Grande,PR,Passenger,1,0,1,0,1,100.00
May 31 2022,Island,WA,Passenger,796,372,1168,61878,63046,1.85
November 30 2019,Yakima,WA,Passenger,118,116,234,165983,166217,0.14
February 29 2020,Pinellas,FL,Passenger,1,1,2,119,121,1.65
December 31 2020,Arlington,VA,Passenger,0,2,2,144,146,1.37
April 30 2022,Kings,CA,Passenger,2,1,3,319,322,0.93
January 31 2024,Grant,WA,Truck,19,0,19,27044,27063,0.07
October 31 2018,San Juan,WA,Truck,0,0,0,5785,5785,0.00
December 31 2021,Leavenworth,KS,Passenger,0,1,1,107,108,0.93
December 31 2021,Las Animas,CO,Passenger,1,0,1,0,1,100.00
March 31 2021,Franklin,WA,Passenger,100,88,188,61651,61839,0.30
October 31 2021,Clallam,WA,Passenger,365,235,600,50516,51116,1.17
July 31 2019,Duval,FL,Passenger,1,2,3,383,386,0.78
September 30 2023,Bexar,TX,Passenger,1,3,4,341,345,1.16
May 31 2017,San Mateo,CA,Passenger,0,1,1,159,160,0.62
February 28 2022,Pierce,WA,Truck,2,0,2,143952,143954,0.00
March 31 2020,Deschutes,OR,Passenger,4,0,4,152,156,2.56
December 31 2022,Plaquemines,LA,Passenger,1,1,2,19,21,9.52
June 30 2017,Monterey,CA,Passenger,0,1,1,208,209,0.48
August 31 2021,Collin,TX,Passenger,2,1,3,111,114,2.63
November 30 2020,Ventura,CA,Passenger,1,1,2,277,279,0.72
June 30 2023,Ventura,CA,Passenger,2,2,4,207,211,1.90
January 31 2021,St. Mary's,MD,Passenger,1,0,1,217,218,0.46
September 30 2022,Plaquemines,LA,Passenger,1,1,2,18,20,10.00
September 30 2020,Clallam,WA,Passenger,245,173,418,49883,50301,0.83
December 31 2022,King,WA,Truck,386,2,388,178248,178636,0.22
August 31 2017,Frederick,MD,Passenger,0,1,1,84,85,1.18
July 31 2018,District of Columbia,DC,Passenger,0,3,3,191,194,1.55
August 31 2020,Charles,MD,Passenger,1,1,2,78,80,2.50
November 30 2023,Skagit,WA,Passenger,1298,468,1766,87818,89584,1.97
September 30 2018,Okanogan,WA,Passenger,10,20,30,26049,26079,0.12
November 30 2020,Boulder,CO,Passenger,1,1,2,47,49,4.08
November 30 2023,Grays Harbor,WA,Passenger,359,223,582,47686,48268,1.21
December 31 2017,Adams,WA,Passenger,4,5,9,12403,12412,0.07
October 31 2017,Frederick,MD,Passenger,0,1,1,85,86,1.16
May 31 2019,Frederick,MD,Passenger,1,1,2,80,82,2.44
June 30 2020,Jefferson,NY,Passenger,0,1,1,208,209,0.48
March 31 2020,Houston,GA,Passenger,1,0,1,57,58,1.72
January 31 2022,Newport,RI,Passenger,0,1,1,75,76,1.32
March 31 2020,Queens,NY,Passenger,1,0,1,54,55,1.82
December 31 2019,Suffolk,VA,Passenger,1,0,1,123,124,0.81
August 31 2019,Pinellas,FL,Passenger,1,1,2,124,126,1.59
October 31 2020,Douglas,WA,Passenger,80,43,123,28065,28188,0.44
August 31 2023,Whitman,WA,Passenger,171,81,252,21967,22219,1.13
January 31 2022,Pierce,WA,Truck,0,0,0,144348,144348,0.00
August 31 2018,Klamath,OR,Passenger,1,0,1,37,38,2.63
June 30 2022,Cowlitz,WA,Passenger,336,172,508,70702,71210,0.71
February 29 2020,Chesapeake,VA,Passenger,0,1,1,435,436,0.23
August 31 2019,Kootenai,ID,Passenger,1,1,2,225,227,0.88
October 31 2022,Burlington,NJ,Passenger,0,2,2,100,102,1.96
March 31 2021,New York,NY,Passenger,1,0,1,51,52,1.92
November 30 2017,Hawaii,HI,Passenger,1,0,1,80,81,1.23
April 30 2021,Penobscot,ME,Passenger,0,1,1,10,11,9.09
September 30 2023,Texas,MO,Passenger,1,0,1,1,2,50.00
May 31 2018,Ada,ID,Passenger,0,2,2,341,343,0.58
December 31 2018,Deschutes,OR,Passenger,3,0,3,172,175,1.71
August 31 2021,Alexandria,VA,Passenger,3,0,3,119,122,2.46
November 30 2019,New Haven,CT,Passenger,0,2,2,46,48,4.17
March 31 2017,Thurston,WA,Passenger,365,313,678,185393,186071,0.36
June 30 2022,Skamania,WA,Truck,0,0,0,3966,3966,0.00
October 31 2022,,,Passenger,4,1,5,283,288,1.74
July 31 2019,Cowlitz,WA,Truck,0,0,0,28864,28864,0.00
May 31 2020,Prince William,VA,Passenger,2,4,6,222,228,2.63
July 31 2022,Suffolk,VA,Passenger,1,0,1,120,121,0.83
December 31 2018,Sedgwick,KS,Passenger,0,1,1,101,102,0.98
July 31 2019,Pacific,WA,Passenger,24,30,54,16025,16079,0.34
May 31 2017,Nueces,TX,Passenger,0,1,1,98,99,1.01
April 30 2022,Kern,CA,Passenger,0,1,1,200,201,0.50
January 31 2020,Santa Rosa,FL,Passenger,1,0,1,90,91,1.10
November 30 2021,Bartow,GA,Passenger,0,1,1,4,5,20.00
January 31 2024,Lee,AL,Passenger,1,0,1,11,12,8.33
October 31 2017,Skagit,WA,Passenger,151,126,277,88959,89236,0.31
December 31 2017,Grays Harbor,WA,Passenger,42,41,83,45820,45903,0.18
May 31 2018,Chelan,WA,Passenger,103,49,152,53494,53646,0.28
February 28 2023,Prince George's,MD,Passenger,3,1,4,127,131,3.05
May 31 2022,Prince William,VA,Passenger,0,3,3,201,204,1.47
July 31 2022,Orange,FL,Passenger,2,0,2,89,91,2.20
October 31 2019,Carson City,NV,Passenger,1,0,1,11,12,8.33
September 30 2021,Adams,WA,Passenger,16,14,30,13038,13068,0.23
December 31 2021,Goochland,VA,Passenger,3,2,5,190,195,2.56
October 31 2017,Montgomery,MD,Passenger,1,0,1,306,307,0.33
June 30 2018,Walla Walla,WA,Passenger,34,43,77,35658,35735,0.22
November 30 2021,Grays Harbor,WA,Passenger,191,155,346,49487,49833,0.69
July 31 2018,Williamson,TX,Passenger,0,1,1,164,165,0.61
June 30 2019,Flathead,MT,Passenger,1,0,1,67,68,1.47
April 30 2019,Carroll,NH,Passenger,0,1,1,2,3,33.33
December 31 2021,Champaign,IL,Passenger,1,0,1,11,12,8.33
March 31 2019,Carson City,NV,Passenger,1,0,1,14,15,6.67
May 31 2020,Stevens,WA,Truck,0,0,0,18594,18594,0.00
February 28 2019,Cowlitz,WA,Truck,0,0,0,28723,28723,0.00
November 30 2021,San Joaquin,CA,Passenger,1,1,2,102,104,1.92
September 30 2020,New York,NY,Passenger,1,0,1,58,59,1.69
August 31 2019,Broward,FL,Passenger,2,1,3,131,134,2.24
August 31 2020,Portsmouth,VA,Passenger,0,1,1,74,75,1.33
October 31 2019,Sacramento,CA,Passenger,0,1,1,308,309,0.32
February 28 2021,Flathead,MT,Passenger,1,0,1,54,55,1.82
July 31 2021,Santa Cruz,CA,Passenger,1,0,1,27,28,3.57
August 31 2017,San Diego,CA,Passenger,6,1,7,2666,2673,0.26
May 31 2017,Clark,NV,Passenger,2,2,4,853,857,0.47
November 30 2021,Queens,NY,Passenger,1,0,1,51,52,1.92
June 30 2023,Middlesex,NJ,Passenger,1,0,1,17,18,5.56
July 31 2021,Spokane,WA,Passenger,1118,654,1772,325886,327658,0.54
October 31 2023,Wahkiakum,WA,Passenger,27,20,47,3044,3091,1.52
January 31 2019,Suffolk,MA,Passenger,0,1,1,41,42,2.38
March 31 2019,Albemarle,VA,Passenger,1,0,1,24,25,4.00
June 30 2019,Juneau,AK,Passenger,0,2,2,30,32,6.25
March 31 2020,Grays Harbor,WA,Passenger,107,109,216,48316,48532,0.45
February 28 2022,Okanogan,WA,Passenger,74,47,121,26462,26583,0.46
September 30 2020,Stevens,WA,Passenger,35,38,73,30401,30474,0.24
August 31 2023,Meade,KY,Passenger,1,0,1,15,16,6.25
April 30 2021,San Joaquin,CA,Passenger,1,0,1,111,112,0.89
December 31 2019,Douglas,WA,Truck,0,0,0,12304,12304,0.00
May 31 2021,Fort Bend,TX,Passenger,1,0,1,37,38,2.63
May 31 2023,Sonoma,CA,Passenger,3,1,4,67,71,5.63
February 28 2017,Nantucket,MA,Passenger,1,0,1,3,4,25.00
September 30 2019,Penobscot,ME,Passenger,0,1,1,14,15,6.67
June 30 2023,Snohomish,WA,Truck,173,0,173,121526,121699,0.14
February 28 2022,Whitman,WA,Truck,0,0,0,8581,8581,0.00
December 31 2019,Collin,TX,Passenger,2,1,3,138,141,2.13
July 31 2020,Dallas,TX,Passenger,1,0,1,195,196,0.51
March 31 2017,Mason,WA,Passenger,50,65,115,42925,43040,0.27
June 30 2022,Thurston,WA,Truck,7,0,7,55436,55443,0.01
February 28 2019,Alexandria,VA,Passenger,1,0,1,154,155,0.65
February 28 2023,St. Mary's,MD,Passenger,1,0,1,179,180,0.56
July 31 2020,Island,WA,Truck,1,0,1,21216,21217,0.00
April 30 2020,Chesapeake,VA,Passenger,0,1,1,426,427,0.23
August 31 2020,Sumter,FL,Passenger,0,1,1,10,11,9.09
June 30 2022,Spartanburg,SC,Passenger,0,1,1,39,40,2.50
July 31 2021,Douglas,NE,Passenger,1,1,2,56,58,3.45
March 31 2019,Skagit,WA,Passenger,281,189,470,91320,91790,0.51
September 30 2019,San Juan,WA,Truck,0,0,0,5913,5913,0.00
March 31 2018,Hawaii,HI,Passenger,1,0,1,81,82,1.22
February 28 2022,Queens,NY,Passenger,1,0,1,52,53,1.89
July 31 2019,Allegheny,PA,Passenger,1,0,1,85,86,1.16
July 31 2023,New London,CT,Passenger,1,2,3,169,172,1.74
May 31 2018,St. Lucie,FL,Passenger,1,0,1,28,29,3.45
June 30 2021,Pierce,WA,Truck,0,0,0,145996,145996,0.00
June 30 2017,Polk,FL,Passenger,1,0,1,65,66,1.52
December 31 2017,Okaloosa,FL,Passenger,1,0,1,186,187,0.53
March 31 2020,Alameda,CA,Passenger,3,1,4,292,296,1.35
February 28 2018,Utah,UT,Passenger,0,1,1,139,140,0.71
June 30 2019,Oklahoma,OK,Passenger,0,1,1,129,130,0.77
May 31 2022,Plaquemines,LA,Passenger,1,1,2,18,20,10.00
September 30 2023,Santa Cruz,CA,Passenger,1,0,1,18,19,5.26
November 30 2020,Eagle,CO,Passenger,1,0,1,8,9,11.11
February 29 2020,Grays Harbor,WA,Truck,0,0,0,20807,20807,0.00
August 31 2017,Grant,WA,Truck,0,0,0,25352,25352,0.00
May 31 2018,Lincoln,WA,Passenger,2,6,8,7643,7651,0.10
August 31 2017,Adams,WA,Passenger,3,3,6,12180,12186,0.05
September 30 2017,Norfolk,VA,Passenger,1,1,2,316,318,0.63
January 31 2022,Nueces,TX,Passenger,1,1,2,62,64,3.12
December 31 2022,Stafford,VA,Passenger,3,1,4,89,93,4.30
January 31 2020,Hawaii,HI,Passenger,1,0,1,64,65,1.54
June 30 2018,Canyon,ID,Passenger,0,1,1,94,95,1.05
June 30 2018,Kitsap,WA,Truck,1,0,1,53205,53206,0.00
February 28 2017,Okanogan,WA,Truck,0,0,0,16301,16301,0.00
May 31 2020,Douglas,WA,Truck,0,0,0,12275,12275,0.00
March 31 2020,Arlington,VA,Passenger,0,2,2,158,160,1.25
September 30 2020,Virginia Beach,VA,Passenger,1,0,1,658,659,0.15
August 31 2020,Sedgwick,KS,Passenger,1,1,2,93,95,2.11
March 31 2022,Benton,WA,Truck,1,0,1,43602,43603,0.00
May 31 2019,Ferry,WA,Truck,0,0,0,3589,3589,0.00
January 31 2018,Wahkiakum,WA,Passenger,0,2,2,2844,2846,0.07
May 31 2021,Wahkiakum,WA,Passenger,13,7,20,3112,3132,0.64
August 31 2021,Jefferson,NY,Passenger,0,1,1,216,217,0.46
November 30 2022,Wilson,TX,Passenger,0,1,1,3,4,25.00
October 31 2021,Powhatan,VA,Passenger,1,0,1,1,2,50.00
April 30 2021,Lake,IL,Passenger,2,0,2,165,167,1.20
May 31 2017,Moore,NC,Passenger,0,1,1,201,202,0.50
January 31 2018,Sacramento,CA,Passenger,1,1,2,317,319,0.63
October 31 2020,Nueces,TX,Passenger,1,0,1,85,86,1.16
November 30 2021,Thurston,WA,Passenger,1843,948,2791,196849,199640,1.40
November 30 2018,Montgomery,PA,Passenger,2,0,2,35,37,5.41
July 31 2021,Prince William,VA,Passenger,1,2,3,209,212,1.42
September 30 2019,Carson City,NV,Passenger,1,0,1,10,11,9.09
March 31 2017,DeKalb,IN,Passenger,1,0,1,1,2,50.00
July 31 2019,Klickitat,WA,Passenger,35,33,68,15576,15644,0.43
January 31 2021,Klickitat,WA,Truck,0,0,0,8114,8114,0.00
November 30 2020,Douglas,CO,Passenger,0,1,1,84,85,1.18
February 28 2022,Bell,TX,Passenger,1,0,1,349,350,0.29
February 28 2022,Houston,GA,Passenger,1,0,1,41,42,2.38
January 31 2022,Wahkiakum,WA,Truck,0,0,0,1815,1815,0.00
March 31 2022,Clallam,WA,Truck,1,0,1,22042,22043,0.00
January 31 2023,Riverside,CA,Passenger,7,0,7,420,427,1.64
July 31 2023,Asotin,WA,Truck,0,0,0,6627,6627,0.00
December 31 2019,Middlesex,MA,Passenger,1,1,2,109,111,1.80
April 30 2021,Burlington,NJ,Passenger,0,1,1,135,136,0.74
November 30 2023,Orange,CA,Truck,1,0,1,60,61,1.64
April 30 2017,Jefferson,WA,Truck,0,0,0,9442,9442,0.00
February 28 2017,Missoula,MT,Passenger,1,0,1,81,82,1.22
July 31 2023,Garfield,WA,Passenger,0,3,3,1308,1311,0.23
December 31 2018,Frederick,MD,Passenger,0,1,1,79,80,1.25
August 31 2022,Kauai,HI,Passenger,1,0,1,16,17,5.88
November 30 2019,Vigo,IN,Passenger,1,0,1,6,7,14.29
June 30 2023,Yavapai,AZ,Passenger,0,1,1,19,20,5.00
April 30 2019,Eagle,CO,Passenger,1,0,1,6,7,14.29
November 30 2020,Grays Harbor,WA,Truck,0,0,0,21129,21129,0.00
September 30 2021,Onslow,NC,Passenger,0,1,1,178,179,0.56
March 31 2023,Las Animas,CO,Passenger,1,0,1,0,1,100.00
January 31 2020,Franklin,WA,Truck,0,0,0,19847,19847,0.00
February 28 2021,Carson City,NV,Passenger,1,0,1,12,13,7.69
May 31 2021,Louisa,VA,Passenger,0,1,1,1,2,50.00
June 30 2021,Spokane,WA,Passenger,1068,647,1715,326293,328008,0.52
September 30 2023,Spokane,WA,Truck,48,0,48,101450,101498,0.05
October 31 2018,Ramsey,MN,Passenger,1,0,1,42,43,2.33
May 31 2017,Flathead,MT,Passenger,1,0,1,64,65,1.54
October 31 2021,Flathead,MT,Passenger,1,0,1,54,55,1.82
June 30 2022,Randolph,NC,Passenger,1,0,1,6,7,14.29
July 31 2019,Carroll,NH,Passenger,0,1,1,3,4,25.00
March 31 2018,San Juan,WA,Passenger,140,50,190,13935,14125,1.35
October 31 2020,Pima,AZ,Passenger,3,1,4,346,350,1.14
January 31 2024,Hamilton,OH,Passenger,1,0,1,24,25,4.00
July 31 2020,Collier,FL,Passenger,1,0,1,19,20,5.00
May 31 2021,Albemarle,VA,Passenger,1,0,1,22,23,4.35
December 31 2022,Owyhee,ID,Passenger,1,0,1,3,4,25.00
January 31 2022,Wood,OH,Passenger,0,1,1,6,7,14.29
May 31 2022,Whatcom,WA,Passenger,1799,729,2528,148827,151355,1.67
June 30 2021,Goochland,VA,Passenger,4,2,6,229,235,2.55
September 30 2020,Kootenai,ID,Passenger,1,0,1,223,224,0.45
December 31 2023,Pima,AZ,Passenger,1,0,1,141,142,0.70
December 31 2017,Flathead,MT,Passenger,1,0,1,58,59,1.69
November 30 2023,Okanogan,WA,Truck,8,0,8,16100,16108,0.05
March 31 2019,Orange,CA,Passenger,5,1,6,553,559,1.07
February 28 2021,Cumberland,NC,Passenger,0,2,2,455,457,0.44
December 31 2018,Travis,TX,Passenger,2,1,3,209,212,1.42
January 31 2017,Shelby,TN,Passenger,0,1,1,117,118,0.85
July 31 2023,Garfield,WA,Truck,0,0,0,979,979,0.00
July 31 2019,Whatcom,WA,Passenger,883,436,1319,151077,152396,0.87
September 30 2018,El Paso,TX,Passenger,1,0,1,500,501,0.20
May 31 2017,Howard,MD,Passenger,0,2,2,93,95,2.11
January 31 2023,Philadelphia,PA,Passenger,1,0,1,43,44,2.27
November 30 2019,Carroll,NH,Passenger,0,1,1,3,4,25.00
July 31 2019,Kitsap,WA,Passenger,1092,625,1717,181209,182926,0.94
December 31 2022,Chelan,WA,Truck,13,0,13,23081,23094,0.06
May 31 2019,Douglas,WA,Truck,0,0,0,12180,12180,0.00
April 30 2022,Pacific,WA,Passenger,60,68,128,15927,16055,0.80
August 31 2023,Chesapeake,VA,Passenger,2,2,4,275,279,1.43
March 31 2021,Broward,FL,Passenger,1,0,1,115,116,0.86
May 31 2022,Mason,WA,Passenger,303,179,482,47313,47795,1.01
March 31 2017,Alameda,CA,Passenger,3,1,4,388,392,1.02
June 30 2019,El Paso,CO,Passenger,2,2,4,739,743,0.54
November 30 2019,Columbia,WA,Truck,0,0,0,1535,1535,0.00
September 30 2021,Placer,CA,Passenger,2,0,2,72,74,2.70
